"Year","CUMSUM_GDD_DAY_1","CUMSUM_GDD_DAY_2","CUMSUM_GDD_DAY_3","CUMSUM_GDD_DAY_4","CUMSUM_GDD_DAY_5","CUMSUM_GDD_DAY_6","CUMSUM_GDD_DAY_7","CUMSUM_GDD_DAY_8","CUMSUM_GDD_DAY_9","CUMSUM_GDD_DAY_10","CUMSUM_GDD_DAY_11","CUMSUM_GDD_DAY_12","CUMSUM_GDD_DAY_13","CUMSUM_GDD_DAY_14","CUMSUM_GDD_DAY_15","CUMSUM_GDD_DAY_16","CUMSUM_GDD_DAY_17","CUMSUM_GDD_DAY_18","CUMSUM_GDD_DAY_19","CUMSUM_GDD_DAY_20","CUMSUM_GDD_DAY_21","CUMSUM_GDD_DAY_22","CUMSUM_GDD_DAY_23","CUMSUM_GDD_DAY_24","CUMSUM_GDD_DAY_25","CUMSUM_GDD_DAY_26","CUMSUM_GDD_DAY_27","CUMSUM_GDD_DAY_28","CUMSUM_GDD_DAY_29","CUMSUM_GDD_DAY_30","CUMSUM_GDD_DAY_31","CUMSUM_GDD_DAY_32","CUMSUM_GDD_DAY_33","CUMSUM_GDD_DAY_34","CUMSUM_GDD_DAY_35","CUMSUM_GDD_DAY_36","CUMSUM_GDD_DAY_37","CUMSUM_GDD_DAY_38","CUMSUM_GDD_DAY_39","CUMSUM_GDD_DAY_40","CUMSUM_GDD_DAY_41","CUMSUM_GDD_DAY_42","CUMSUM_GDD_DAY_43","CUMSUM_GDD_DAY_44","CUMSUM_GDD_DAY_45","CUMSUM_GDD_DAY_46","CUMSUM_GDD_DAY_47","CUMSUM_GDD_DAY_48","CUMSUM_GDD_DAY_49","CUMSUM_GDD_DAY_50","CUMSUM_GDD_DAY_51","CUMSUM_GDD_DAY_52","CUMSUM_GDD_DAY_53","CUMSUM_GDD_DAY_54","CUMSUM_GDD_DAY_55","CUMSUM_GDD_DAY_56","CUMSUM_GDD_DAY_57","CUMSUM_GDD_DAY_58","CUMSUM_GDD_DAY_59","CUMSUM_GDD_DAY_60","CUMSUM_GDD_DAY_61","CUMSUM_GDD_DAY_62","CUMSUM_GDD_DAY_63","CUMSUM_GDD_DAY_64","CUMSUM_GDD_DAY_65","CUMSUM_GDD_DAY_66","CUMSUM_GDD_DAY_67","CUMSUM_GDD_DAY_68","CUMSUM_GDD_DAY_69","CUMSUM_GDD_DAY_70","CUMSUM_GDD_DAY_71","CUMSUM_GDD_DAY_72","CUMSUM_GDD_DAY_73","CUMSUM_GDD_DAY_74","CUMSUM_GDD_DAY_75","CUMSUM_GDD_DAY_76","CUMSUM_GDD_DAY_77","CUMSUM_GDD_DAY_78","CUMSUM_GDD_DAY_79","CUMSUM_GDD_DAY_80","CUMSUM_GDD_DAY_81","CUMSUM_GDD_DAY_82","CUMSUM_GDD_DAY_83","CUMSUM_GDD_DAY_84","CUMSUM_GDD_DAY_85","CUMSUM_GDD_DAY_86","CUMSUM_GDD_DAY_87","CUMSUM_GDD_DAY_88","CUMSUM_GDD_DAY_89","CUMSUM_GDD_DAY_90","CUMSUM_GDD_DAY_91","CUMSUM_GDD_DAY_92","CUMSUM_GDD_DAY_93","CUMSUM_GDD_DAY_94","CUMSUM_GDD_DAY_95","CUMSUM_GDD_DAY_96","CUMSUM_GDD_DAY_97","CUMSUM_GDD_DAY_98","CUMSUM_GDD_DAY_99","CUMSUM_GDD_DAY_100","CUMSUM_GDD_DAY_101","CUMSUM_GDD_DAY_102","CUMSUM_GDD_DAY_103","CUMSUM_GDD_DAY_104","CUMSUM_GDD_DAY_105","CUMSUM_GDD_DAY_106","CUMSUM_GDD_DAY_107","CUMSUM_GDD_DAY_108","CUMSUM_GDD_DAY_109","CUMSUM_GDD_DAY_110","CUMSUM_GDD_DAY_111","CUMSUM_GDD_DAY_112","CUMSUM_GDD_DAY_113","CUMSUM_GDD_DAY_114","CUMSUM_GDD_DAY_115","CUMSUM_GDD_DAY_116","CUMSUM_GDD_DAY_117","CUMSUM_GDD_DAY_118","CUMSUM_GDD_DAY_119","CUMSUM_GDD_DAY_120","CUMSUM_GDD_DAY_121","CUMSUM_GDD_DAY_122","CUMSUM_GDD_DAY_123","CUMSUM_GDD_DAY_124","CUMSUM_GDD_DAY_125","CUMSUM_GDD_DAY_126","CUMSUM_GDD_DAY_127","CUMSUM_GDD_DAY_128","CUMSUM_GDD_DAY_129","CUMSUM_GDD_DAY_130","CUMSUM_GDD_DAY_131","CUMSUM_GDD_DAY_132","CUMSUM_GDD_DAY_133","CUMSUM_GDD_DAY_134","CUMSUM_GDD_DAY_135","CUMSUM_GDD_DAY_136","last_year_bloom_doy","avg_last_5","sd_last_5","avg_last_10","sd_last_10","bloom_doy","alt","speciesjamasakura","speciesyedoensis","cultivarNoneGiven","cultivarSomeiyoshino","locationkyoto","locationliestal","locationnyc","locationvancouver"
1967,0,0,0.7,1.7,1.7,1.7,2.45,7.35,7.35,7.55,7.55,7.55,10.2,14.25,18,18,18.7,18.7,18.7,18.7,20,25.15,33.95,43.6,54.35,64.5,71.6,71.6,71.6,71.6,71.6,75.7,83.95,83.95,83.95,85.5,85.5,85.5,85.5,85.5,85.5,85.65,85.65,85.65,87.45,95.4,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.7,100.7,101.45,112.15,115.65,117.5,120.4,121.4,121.4,126.6,135.1,147.8,154.65,157.55,170.5,177.05,177.2,177.2,177.2,177.2,177.2,177.2,177.65,178.65,181.05,184.55,191.35,195.65,202.5,211,217.85,225.5,236.5,252.8,267.95,271.7,277.4,292.6,304.75,312.15,320.1,333.6,337.95,341.45,346.05,360.65,380.25,397.95,407.25,418.8,425.9,435.55,448.2,467,478.3,486,492,497.45,502.05,510,518.8,531.45,548.55,565.4,575.85,584.9,597.3,605.25,611.25,620.55,628.75,638.1,651.3,663.4,670.5,678.15,693.05,703.5,95,98.4,4.97995983919549,99.1,5.54677083235522,96,0,0,1,0,1,0,0,0,0
1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.45,0.45,0.45,0.45,1.75,3.55,5.95,5.95,6.65,6.65,6.65,6.65,6.65,8.2,12,17.7,19.55,20,23.2,26.4,27.65,29.5,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,32.65,32.65,34.5,39.7,42.1,42.1,44.5,54.65,64,70,70,70,70,71,78.65,84.95,90.4,100,111,122.85,138.55,145.4,147.25,151.3,159.25,171.1,185.15,200.35,214.7,228.5,237.6,243.6,250.45,262.85,272.15,276.2,282.75,293.45,308.65,320.2,329.25,338.3,351.25,367.55,377.45,386.5,396.4,409.35,424.8,441.05,455.35,465.8,475.4,485.55,493.25,502.55,512.15,521.5,530.85,540.75,552,564.4,580.1,593.6,606.25,615,623.8,635.1,650.55,669.05,685.6,703.3,716,725.35,736.6,96,98.2,5.06951674225463,98.9,5.62632700396587,90,0,0,1,0,1,0,0,0,0
1969,0,0,0,0,0,0,0,0,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.3,6.4,8.5,8.5,8.5,10.6,13.8,17.85,18.85,18.85,18.85,18.85,18.85,23.2,28.35,30.2,30.95,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,32.1,32.1,32.1,32.1,32.1,34.25,35.25,35.25,35.25,35.7,35.7,35.7,37,38.3,38.3,38.3,38.3,40.1,40.1,40.1,40.1,40.1,40.1,40.8,40.95,42.75,46.8,54.15,64.05,69.2,79.9,85.9,89.95,96.5,105.25,107.95,110.1,112.75,121.25,121.25,121.25,124.45,138.5,145.05,151.3,163.45,171.7,180.2,192.35,207.25,222.45,233.2,240.85,247.65,256.95,268.2,282,298.85,313.5,326.45,334.15,342.35,350.6,358.25,365.1,374.4,387.1,403.9,423.5,435.9,445.25,455.15,466.7,483.25,501.45,519.4,535.95,553.3,572.35,586.1,597.4,607.25,616,628.35,644.05,659.2,674.65,90,97.6,5.94138031100518,97.1,5.25885496620277,99,0,0,1,0,1,0,0,0,0
1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.75,7.5,7.95,7.95,14.5,14.5,14.5,17.7,23.95,23.95,23.95,23.95,23.95,23.95,23.95,24.95,25.95,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,29.6,29.6,29.6,32.55,34.95,37.9,39.15,39.15,39.9,40.05,40.05,45.5,46.8,46.8,51.1,52.65,54.75,59.1,59.1,60.4,65,65.45,66.15,66.15,66.15,66.15,66.15,66.15,68.25,69.25,73,73.45,76.4,79.9,82.55,91.35,96.2,102.2,102.65,102.65,103.95,106.6,117.05,123.85,129.3,132.8,133.8,138.7,145.55,160.15,169.2,173.8,179.8,186.05,190.35,197.75,206.25,215.85,226,232.25,241,252.25,264.35,274,287.5,301,312.55,324.65,337.6,353.85,370.95,388.9,406.55,416.7,424.35,437.3,444.7,451.5,466.1,486,505.9,526.05,546.25,566.15,584.65,597.9,612.5,99,97,5.52268050859363,97.4,5.27467745196066,106,0,0,1,0,1,0,0,0,0
1971,0,0,0,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.9,1.6,1.6,1.6,1.8,1.8,1.8,1.8,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,9.4,10.15,10.15,10.15,10.15,10.15,15.05,21.05,30.4,37.5,39.9,41.45,43.55,47.9,54.2,65.75,75.35,81.65,83.75,83.75,83.75,84.2,88.25,91.5,91.5,91.5,91.95,95.45,100.05,106.6,109.8,120.55,130.45,130.65,130.8,134.6,135.6,138.25,143.7,143.7,143.7,143.7,143.7,145.8,150.15,155.85,158.25,160.65,169.7,177.65,183.1,189.65,197.05,198.05,202.1,207.8,218.55,228.45,236.4,247.1,260.3,270.2,275.1,284.45,293.2,304.5,316.6,329.25,343.55,351.8,360.55,371.25,380.6,390.2,397.85,408,415.95,423.6,433.5,444.2,451.85,461.45,476.1,491.8,503.1,514.1,526.2,540.55,555.45,571.7,585.75,599.55,612.5,623.25,106,97.2,5.89067059000926,97.5,5.44160923910484,98,0,0,1,0,1,0,0,0,0
1972,0,1.3,1.45,1.6,1.6,1.6,1.6,1.6,2.35,7.25,13.5,18.4,27.2,28.45,28.45,28.45,28.45,28.45,34.7,34.7,37.35,38.9,41.55,47.25,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,56.35,59,64.15,66,66,66,66,66,66,66,66,66.45,69.95,70.95,70.95,74.45,85.75,97.85,113.85,118.7,118.7,118.7,118.7,125.8,129.3,129.3,129.3,129.3,137.5,142.95,144.25,146.1,152.35,158.9,165.75,169.25,171.65,179,188.05,188.05,188.05,188.05,189.35,193.65,196.05,199,205.25,210.7,216.7,219.95,223.7,229.15,234.35,245.35,248.6,248.6,248.8,253.7,265.25,274.85,285.3,299.35,309.5,321.65,334.6,346.4,363.2,377,385.2,389,400.8,408.5,415.6,421.3,428.15,436.1,447.9,461.15,477.15,494.55,509.75,523.25,534.25,546.6,564,579.2,588.55,599.55,610.3,623.8,637.3,650.8,664.85,98,97.8,5.76194411635517,98.1,5.08702052067591,102,0,0,1,0,1,0,0,0,0
1973,8.8,9.25,9.25,10.8,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,13.35,15.75,19.5,26.6,26.6,26.6,31.8,37.25,37.25,38,42.9,46.15,50.2,50.2,50.2,50.2,50.2,57.3,61.35,65.15,70,72.35,75.6,75.8,75.8,75.8,75.8,75.8,75.8,75.8,77.35,77.35,77.35,77.35,77.35,78.35,81,81,81,81.15,81.15,84.9,84.9,85.1,88.3,94.3,101.4,108.75,115,118.5,122.85,132.45,141.5,149.2,155.5,168.2,177,187.75,199.05,214.2,223.8,224,226.95,230.7,231.45,232.45,236.2,240.85,246,255.05,263.55,268.4,273,282.05,290,302.1,312.55,322.7,330.9,337.15,345.35,354.1,357.9,363.05,368.2,370.6,370.8,373.2,376.7,383.25,393.7,407.2,422.9,438.9,453.25,466.5,485.3,502.95,517.55,527.45,535.95,543.6,552.1,560.3,568.8,582.3,600.25,613.75,621.4,629.1,640.95,654.45,668.8,685.4,701.4,718.25,732.3,745.5,759.55,769.95,778.75,102,99,5.91607978309962,98.6,5.21109926556341,101,0,0,1,0,1,0,0,0,0
1974,1.85,1.85,1.85,1.85,1.85,1.85,3.4,3.4,3.4,3.4,5.5,5.5,5.5,5.5,5.65,11.65,17.1,17.1,21.75,23.6,27.4,33.7,43.3,47.35,50,51.25,63.1,70.25,77.95,84.5,92.15,94.55,96.35,96.35,96.35,96.35,96.35,97.9,97.9,97.9,97.9,97.9,98.9,106,109.5,109.5,109.5,110.8,110.8,114,119.15,121.8,133.9,137.7,138.4,138.4,138.4,138.4,144.1,151.5,158.05,168.5,185.05,198.8,206.2,217.2,228.2,231.7,239.65,242.05,243.9,243.9,245.75,249.5,255.5,259.25,264.4,270.95,276.4,281.85,284.25,289.7,292.9,292.9,296.4,303,310.65,312.75,315.1,319.15,324.9,336.7,348.8,363.7,373.55,376.8,382.55,390.8,394.05,397.55,403,414.85,430.25,445.15,457.55,465.8,474.6,485.9,494.7,501.8,514.75,531.9,543.2,549.5,557.75,569.6,581.7,597.4,618.4,637.75,654.3,662.8,674.35,685.05,692.15,701.5,708.35,716.85,729.25,744.95,758.75,771.4,784.35,799,818.6,838.75,101,101.2,3.11448230047949,99.4,4.85798312059645,93,0,0,1,0,1,0,0,0,0
1975,5.2,5.65,5.65,7.2,7.2,7.2,9.05,10.6,16.9,20.65,35.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.7,47.45,50.4,51.4,54.35,64.2,69.05,70.05,70.05,70.05,70.05,70.05,70.05,72.2,72.2,72.2,72.2,72.2,74.05,74.05,74.05,74.05,74.05,76.15,77.7,81.45,85.5,86.5,88.85,92.95,101.7,113.8,120.1,125.55,128.75,131.15,133.85,133.85,133.85,133.85,133.85,140.95,147.5,147.5,147.5,147.5,148.2,150.3,157.15,157.15,159,161.15,166.3,168.95,176.9,186.5,195.3,205.45,213.95,222.7,231.75,232.75,232.75,235.95,244.45,249.35,252.55,263.55,272.05,278.6,279.9,279.9,282.3,285.25,291.25,296.7,303.25,308.4,314.15,318.2,322.8,327.15,334.55,345.3,356.6,373.15,384.45,393.25,399.55,410.8,428.2,443.35,455.2,464.25,474.45,482.65,492.3,501.1,514.6,527.25,540.45,551.7,565.2,578.7,592.5,607.1,622.55,637.2,654.05,670.6,687.4,704.25,721.95,93,100,4.84767985741633,98.5,5.1478150704935,93,0,0,1,0,1,0,0,0,0
1976,0,0,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,2.85,5.5,5.5,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,10.85,15.45,15.45,18.1,18.1,18.1,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,21.45,28.05,31.8,40.3,43.5,46.4,57.4,73.95,86.85,97,103.85,112.1,118.1,118.1,122.45,130.7,140.3,150.75,161.75,173.3,187.35,193.05,197.7,204.55,218.85,225.4,230,233.5,233.5,233.5,237,239.7,249.05,252,257.7,260.65,260.65,260.65,270.55,282.95,297.85,301.9,306.8,317,328,339,352.5,362.1,370.35,378.85,388.5,397,402.2,410.1,416.1,422.9,430.85,440.15,448.35,452.1,459.2,465.5,467.6,475,484.3,497.8,516.6,536.75,557.75,579.05,600.9,621.35,640.4,657.8,674.35,690.9,698.3,702.9,710.85,721.85,733.65,746.9,761.2,771.65,779.6,792.8,811.05,827.3,836.35,845.95,860.3,875.2,886.8,896.95,915.45,935.35,93,97.4,4.27784992724149,97.3,4.85455112926691,83,0,0,1,0,1,0,0,0,0
1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,7.3,10.5,14.8,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,17.65,26.95,34.9,44.8,53.55,64,66.1,68.2,68.65,71.9,80.4,90.3,97.15,102.05,105.85,114.6,124.5,135.5,147.6,161.65,170.7,180.6,191.05,198.75,209.45,213.8,217.6,221.65,226.3,230.1,231.65,232.1,236.15,241.6,251.2,267.75,285.45,297.3,306.1,317.1,331.7,338.5,345.9,349.4,351.5,355,356.55,362,376.3,393.95,412.15,429,441.1,454.05,467,481.05,498.15,512.75,528.5,548.35,567.7,582.3,594.15,602.95,613.65,628.25,635.1,645.55,659.05,675.6,692.45,705.65,724.95,744.55,760,773.5,779.75,788.55,800.9,814.4,834,850.85,865.15,880.05,83,94.4,7.66811580507233,96.1,6.6407830863536,85,0,0,1,0,1,0,0,0,0
1978,0,0,0,0,0,1.85,3.4,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.45,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,15.1,18.05,25.45,29.75,37.7,43.95,44.95,45.4,45.4,55.85,62.4,73.95,83.3,95.15,102.55,104.1,106.45,113.55,122.6,132.45,136.2,143.9,159.6,171.7,175.45,185.05,196.9,204,216.65,229.85,237.2,249.05,265.3,278.25,294.25,304.7,313.2,319.45,329.3,338.35,346.85,356.45,363.85,371.25,379.2,391,400.6,407.15,414.85,425.55,438.2,452.25,460.5,469.85,481.4,487.95,494.8,505.55,517.95,528.1,546.05,558.7,571.05,587.6,601.9,614.85,628.05,638.5,85,91,7.21110255092798,95,7.5129517797231,102,0,0,1,0,1,0,0,0,0
1979,7.65,10.9,10.9,10.9,10.9,10.9,11.9,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.05,12.2,12.2,12.2,12.2,12.2,13.2,13.2,13.2,18.1,18.1,18.1,19.1,19.1,19.25,19.25,19.25,19.25,19.25,19.25,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,22.9,23.1,24.35,25.9,26.05,26.25,29.45,33.2,38.35,41.85,49.5,59.95,67.65,72.5,77.65,84.2,95.2,96.2,98.05,104.6,112.25,112.25,112.25,117.95,126.75,132.2,139.55,148.85,158.45,168.9,180.15,186.7,189.05,191.75,195.25,208.2,225.6,244.35,256.5,264.15,272.05,276.65,284.9,289.5,292.45,298.2,301.4,307.95,316.75,327.15,333.15,341.4,349.6,356.4,364.35,374.25,383.05,392.4,403.95,418.3,433.75,446.95,464.35,478.65,493.25,504.55,513.05,524.6,537.85,549.65,564.55,576.95,586.85,598.95,615.25,634.6,655.6,677.75,699.6,718.4,736.3,751.2,766.35,780.95,102,91.2,7.56306816047562,96.2,7.58360805363193,92,0,0,1,0,1,0,0,0,0
1980,0,0,0,0,0,0,0,0,0,0,2.65,4.2,4.2,5.2,9.55,13.9,14.9,17.6,19.45,20.7,21.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,23.95,25.2,25.2,25.2,25.2,25.65,30.3,38.25,42.9,49.15,56.55,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,65.15,68.1,75.5,88.2,95.05,101.6,105.4,105.4,105.4,106.7,110.2,115.9,125.2,132.6,138.05,147.35,157,159.1,163.7,169.15,175.75,179.5,185.25,191,199.5,209.1,213.2,219.45,229.35,240.65,254.7,264.6,274.25,286.1,300.15,315.85,328,341.5,355.55,367.35,380.55,391,396.15,401.35,410.7,423.35,438.8,453.15,466.1,479.05,494.5,509.9,518.65,528,537.9,550.55,561.55,575.6,591.05,607.05,625.55,644.35,663.4,681.35,690.7,699.45,710.7,727.25,747.7,770.1,787.2,799.85,92,91,7.51664818918645,95.5,7.61941963377497,97,0,0,1,0,1,0,0,0,0
1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,7.8,7.8,9.9,12.55,13.85,14.3,20.55,26.3,29.8,29.8,29.8,29.8,30.25,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,37,41.35,41.35,41.35,41.35,43.15,47.25,56.3,67.3,78.3,87.65,95.55,105.75,114.25,118.6,122.35,127.5,134.05,142.55,149.95,153.45,154.15,155.15,155.6,157.45,158.2,160.05,164.4,168.2,172.8,176.6,185.95,187.8,193.55,198.2,199.2,199.2,199.2,199.2,201.05,204,207.75,214.85,220.6,228,238.7,247.75,262.1,275.6,293.25,307.85,322.15,337.6,356.95,372.1,379.75,387.65,400.9,415,427.1,443.95,456.05,463.15,475.25,483.5,492.85,506.65,524.6,536.45,546.35,551.8,561.7,579.1,591.75,600,609.05,624.2,641.85,660.9,673.55,682.9,693.65,704.1,717.85,731.65,744.3,754.45,765.45,777.85,792.2,808.75,821.15,832.7,850.95,867.25,880.75,97,91.8,7.98122797569397,94.6,6.71978835645555,93,0,0,1,0,1,0,0,0,0
1982,1.55,1.55,1.55,4.8,6.6,9,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,19.05,22,22,22.2,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,28.95,38.25,38.25,38.25,38.7,41.9,44,46.1,48.2,49.75,49.75,49.75,49.75,49.75,50.2,53.15,53.15,53.15,58,58,58,58,60.65,60.65,68.6,79.05,89.2,98.5,102.25,103.5,109.2,113.8,120.1,122.5,127.95,131.45,134.95,140.4,148.6,151.55,151.55,151.55,154.5,161.6,173.45,185.25,195.15,206.45,210.5,212.9,212.9,212.9,213.05,213.2,215.9,221.05,225.65,238.6,246.55,255.6,268.25,285.95,297.5,309.05,320.85,331.85,340.1,348,359.25,371.95,384.6,395.85,405.15,413.65,424.1,437.05,451.1,464.6,478.1,492.15,505.95,524.45,537.65,550.05,564.7,578.2,596.7,615.2,632.3,649.15,667.1,93,93.8,6.30079360080935,94.1,6.62403032735945,97,0,0,1,0,1,0,0,0,0
1983,1,2.3,2.45,2.45,2.45,4.3,9.75,10.45,11.45,16.35,20.4,20.4,20.4,20.85,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,23.1,25.2,25.2,25.65,25.65,25.65,27.5,29.6,30.3,36.6,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.9,43.75,46.45,48.3,50.7,52.25,56.05,62.05,66.65,68.2,69.2,69.2,69.2,71.85,76.5,85.85,95.45,108.4,115.8,122.95,130.65,133.35,136.6,140.95,144.7,147.65,153.65,159.1,169.8,174.95,179.6,187.3,199.45,209.6,218.95,220.5,221.8,221.8,221.95,223.2,228.1,234.65,237.6,237.6,239.15,243.5,247.8,257.4,264.8,271.1,277.65,285.6,296.3,303.15,310.8,317.05,323.9,330.75,338.15,347.8,353.25,357.3,358.55,359,361.65,366.55,375.05,384.1,388.75,392.8,404.35,419.25,437.45,454.3,473.05,492.4,512,531.05,542.65,554.5,565.25,578.75,591.7,600.2,610.1,622.2,634.3,648.1,664.9,685.9,696.6,97,96.2,3.96232255123179,93.6,6.13188388670236,97,0,0,1,0,1,0,0,0,0
1984,0,0,0,0,1.85,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,7.7,11.2,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.85,18.35,18.35,18.35,18.35,18.35,18.35,20.7,27.25,34.35,40.35,51.05,58.15,65.8,71.8,79.75,87.7,94.55,97.25,100.2,103.1,114.1,117.3,117.3,117.3,119.65,119.65,119.65,119.65,119.65,119.65,120.9,123.3,123.5,123.5,123.5,123.5,123.5,123.5,123.5,125.9,130,138.5,142.8,148.55,155.7,163.1,171.3,176.75,180.5,183.7,186.35,190.1,192.8,195.75,195.9,198.85,201.8,205.55,211.8,220.6,228.8,239.25,244.7,249.35,256.45,262.45,268.45,274.45,283.5,295.35,302.7,310.65,320.55,330.15,339.2,346.9,355.4,365.85,369.65,373.7,382.2,393.2,406.15,421.3,432.85,447.15,462.6,476.4,487.4,499.75,514.6,527.25,538,547.9,563.9,572.95,583.4,596.9,615.4,629.45,641.3,651.15,97,95.2,2.48997991959775,93.2,5.71158666416104,94,0,0,1,0,1,0,0,0,0
1985,6.85,13.1,13.1,13.1,13.1,13.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,15.35,15.35,15.35,15.35,15.35,15.35,16.05,18.45,18.6,19.6,28.1,39.65,53.75,64.2,67.45,70.95,70.95,72.75,78.75,81.15,81.9,89.85,89.85,89.85,96.7,104.65,109.85,114.75,123,130.7,138.65,141.9,143.75,146.4,146.4,146.4,156.05,158.45,158.6,159.6,160.6,163.55,166.75,174.7,189.3,206.15,216.3,222.55,231.85,236.75,243,252.35,267.25,280.5,288.15,292.2,292.65,293.35,302.45,313.45,327.5,339.05,352,367.15,377.3,390.8,411.8,431.7,450.2,471.5,489.2,501.6,516.2,533.6,551.55,567.55,580.25,595.15,613.35,625.5,635.4,645.85,661.05,679.55,694.7,709,724.2,742.15,762,781.85,801.75,822.45,838.15,852.2,94,95.6,1.94935886896179,93.3,5.7164480035926,97,0,0,1,0,1,0,0,0,0
1986,0,0.15,5,5.15,5.15,5.15,5.15,5.15,5.15,5.85,5.85,9.1,9.1,9.1,9.1,9.1,9.55,18.9,27.1,29.2,31.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,45.85,46.6,46.6,49.85,50,50,50,50,50,50,50,50,50,50,50,51.3,52.3,53.55,55.35,59.95,59.95,59.95,59.95,59.95,59.95,59.95,59.95,59.95,59.95,59.95,60.15,60.15,61.45,61.45,61.45,66.05,78.15,88.6,90.15,93.05,101,112.3,120.25,124.3,128.35,141.55,145.6,145.6,145.6,148.85,154.3,161.4,173.8,183.4,189.7,200.95,216.4,232.4,247.05,261.65,272.05,283.35,290.75,297.3,309.95,324,329.45,332.65,335.9,343,348.2,356.7,364.35,369.5,373.3,382.9,392.25,404.35,415.05,418.85,421,430.1,442.2,454.6,470.05,484.95,501.25,515.9,535,545.45,552.3,560.8,576.5,595.55,617.65,633.1,644.1,655.1,669.45,682.1,694.5,703.3,716.25,735.3,97,95.6,1.94935886896179,93.7,5.8319045869348,92,0,0,1,0,1,0,0,0,0
