"","DATE","TMAX","TMIN","PRCP","SNWD","TAVG"
"22319",1962-02-08,8,2.7,0,0,5.35
"22320",1962-02-09,4.6,1.5,0,0,3.05
"22321",1962-02-10,4.4,-1.2,0,0,1.6
"22322",1962-02-11,5.2,-0.9,0,0,2.15
"22323",1962-02-12,9.5,-1,30,0,4.25
"22324",1962-02-13,8.7,-0.1,106,0,4.3
"22325",1962-02-14,2.5,-1.5,16,10,0.5
"22326",1962-02-15,2.1,-5.6,25,20,-1.75
"22327",1962-02-16,7.6,-1,33,10,3.3
"22328",1962-02-17,7.2,1.5,4,0,4.35
"22329",1962-02-18,7.2,0.3,0,0,3.75
"22330",1962-02-19,8.6,-1.9,0,0,3.35
"22331",1962-02-20,7.1,-3,0,0,2.05
"22332",1962-02-21,8.8,-3.6,0,0,2.6
"22333",1962-02-22,3.3,-1.4,0,0,0.95
"22334",1962-02-23,2.1,-2,0,0,0.05
"22335",1962-02-24,1.4,-6.6,0,0,-2.6
"22336",1962-02-25,0.8,-4.6,1,0,-1.9
"22337",1962-02-26,2.6,-5.2,0,0,-1.3
"22338",1962-02-27,7.6,-1.7,0,0,2.95
"22339",1962-02-28,0.9,-3.4,88,0,-1.25
"22340",1962-03-01,0,-1.2,0,40,-0.6
"22341",1962-03-02,3,-1.1,0,40,0.95
"22342",1962-03-03,5,-4.5,163,30,0.25
"22343",1962-03-04,5.5,0.1,241,0,2.8
"22344",1962-03-05,6.1,0,18,0,3.05
"22345",1962-03-06,0.8,-1.8,4,0,-0.5
"22346",1962-03-07,2.7,-5.6,0,0,-1.45
"22347",1962-03-08,4.4,-2.2,0,0,1.1
"22348",1962-03-09,11.7,1.5,20,0,6.6
"22349",1962-03-10,12.1,4.2,12,0,8.15
"22350",1962-03-11,9.8,4.8,10,0,7.3
"22351",1962-03-12,8.8,1.1,10,0,4.95
"22352",1962-03-13,5.5,-3.3,7,0,1.1
"22353",1962-03-14,3.9,-7.8,19,10,-1.95
"22354",1962-03-15,2.5,-4.4,0,50,-0.95
"22355",1962-03-16,2.8,-4.2,0,0,-0.7
"22356",1962-03-17,1.3,-4.8,0,0,-1.75
"22357",1962-03-18,4.5,-7,0,0,-1.25
"22358",1962-03-19,6.6,-6,0,0,0.3
"22359",1962-03-20,7.6,-5.4,0,0,1.1
"22360",1962-03-21,8.3,-4.7,0,0,1.8
"22361",1962-03-22,4.7,-4,0,0,0.35
"22362",1962-03-23,6.9,-4.8,0,0,1.05
"22363",1962-03-24,7.9,-4.3,0,0,1.8
"22364",1962-03-25,9.2,-4.4,0,0,2.4
"22365",1962-03-26,11.3,-3.7,51,0,3.8
"22366",1962-03-27,8.7,2.2,13,0,5.45
"22367",1962-03-28,10.4,2.2,25,0,6.3
"22368",1962-03-29,14.2,4.4,31,0,9.3
"22369",1962-03-30,17.2,9.9,131,0,13.55
"22370",1962-03-31,15.7,6.2,53,0,10.95
"22371",1962-04-01,12.3,3.6,0,0,7.95
"22372",1962-04-02,13.8,4,0,0,8.9
"22373",1962-04-03,18.5,1.5,55,0,10
"22374",1962-04-04,12.8,5.5,4,0,9.15
"22375",1962-04-05,9.5,3.6,46,0,6.55
"22376",1962-04-06,6.9,2.7,41,0,4.8
"22377",1962-04-07,10,1.6,0,0,5.8
"22378",1962-04-08,16.7,2.9,37,0,9.8
"22379",1962-04-09,10.2,2.6,45,0,6.4
"22380",1962-04-10,11.7,1.4,0,0,6.55
"22381",1962-04-11,15.5,0.2,0,0,7.85
"22382",1962-04-12,16.7,0.5,40,0,8.6
"22383",1962-04-13,9.5,3.5,70,0,6.5
"22384",1962-04-14,7.3,0.1,20,10,3.7
"22385",1962-04-15,7.2,1.2,15,0,4.2
"22386",1962-04-16,14.4,0.6,21,0,7.5
"22387",1962-04-17,10.5,4,1,0,7.25
"22388",1962-04-18,18.8,5.2,0,0,12
"22389",1962-04-19,19.7,9.7,0,0,14.7
"22390",1962-04-20,21.5,6.4,0,0,13.95
"22391",1962-04-21,21.5,8.2,0,0,14.85
"22392",1962-04-22,23.2,12.4,0,0,17.8
"22393",1962-04-23,24.6,9.5,0,0,17.05
"22394",1962-04-24,26.3,9.4,0,0,17.85
"22395",1962-04-25,26.5,9.5,0,0,18
"22396",1962-04-26,25.1,9.6,0,0,17.35
"22397",1962-04-27,19.2,8.6,0,0,13.9
"22398",1962-04-28,16.8,2.5,0,0,9.65
"22399",1962-04-29,13.8,3.7,0,0,8.75
"22400",1962-04-30,9.7,3.8,6,0,6.75
"22401",1962-05-01,12.9,-2.1,0,0,5.4
"22402",1962-05-02,18.1,1.3,0,0,9.7
"22403",1962-05-03,19.2,1.7,30,0,10.45
"22404",1962-05-04,19.8,8.4,5,0,14.1
"22405",1962-05-05,19.8,8.3,60,0,14.05
"22406",1962-05-06,19.4,10.7,24,0,15.05
"22407",1962-05-07,27.5,11.4,0,0,19.45
"22408",1962-05-08,27.5,12.6,0,0,20.05
"22409",1962-05-09,18.7,11.6,61,0,15.15
"22410",1962-05-10,15.7,8.2,36,0,11.95
"22411",1962-05-11,15.9,6.7,14,0,11.3
"22412",1962-05-12,17.5,4.8,14,0,11.15
"22413",1962-05-13,14,5.8,174,0,9.9
"22414",1962-05-14,12.5,6.6,33,0,9.55
"22415",1962-05-15,11.7,5.7,51,0,8.7
"22416",1962-05-16,17.1,3.8,0,0,10.45
"22417",1962-05-17,16.5,10.5,64,0,13.5
"22418",1962-05-18,22.8,9.7,46,0,16.25
"22419",1962-05-19,15.3,9.3,3,0,12.3
"22420",1962-05-20,15.8,7.2,0,0,11.5
"22421",1962-05-21,21.3,3.1,3,0,12.2
"22422",1962-05-22,19.3,10.6,0,0,14.95
"22423",1962-05-23,18.8,7.7,0,0,13.25
"22424",1962-05-24,16.7,9.5,3,0,13.1
"22425",1962-05-25,14.5,6.9,0,0,10.7
"22426",1962-05-26,16.2,3,0,0,9.6
"22427",1962-05-27,18.2,5.6,15,0,11.9
"22428",1962-05-28,17.5,7,13,0,12.25
"22429",1962-05-29,17.3,6.9,9,0,12.1
"22430",1962-05-30,22.9,4.5,0,0,13.7
"22431",1962-05-31,21.1,6,257,0,13.55
"22432",1962-06-01,11.1,4.8,208,0,7.95
"22433",1962-06-02,13.9,4.8,0,0,9.35
"22434",1962-06-03,16.5,1.1,0,0,8.8
"22435",1962-06-04,19.5,1.2,0,0,10.35
"22436",1962-06-05,20.2,5.6,0,0,12.9
"22437",1962-06-06,20.1,3.6,0,0,11.85
"22438",1962-06-07,19.5,3.5,0,0,11.5
"22439",1962-06-08,19.8,5.2,0,0,12.5
"22440",1962-06-09,24,4.9,0,0,14.45
"22441",1962-06-10,24.6,8.4,60,0,16.5
"22442",1962-06-11,17.3,9.8,16,0,13.55
"22443",1962-06-12,22.5,9.1,0,0,15.8
"22444",1962-06-13,27.5,6.7,0,0,17.1
"22445",1962-06-14,28.7,11.7,6,0,20.2
"22446",1962-06-15,27.3,15.3,179,0,21.3
"22447",1962-06-16,26.6,15.1,0,0,20.85
"22448",1962-06-17,29.4,12.6,22,0,21
"22449",1962-06-18,27.9,16.2,0,0,22.05
"22450",1962-06-19,27.9,15.6,0,0,21.75
"22451",1962-06-20,24.8,14.3,0,0,19.55
"22452",1962-06-21,26.5,11.1,0,0,18.8
"22453",1962-06-22,30,12.7,0,0,21.35
"22454",1962-06-23,31,15.6,0,0,23.3
"22455",1962-06-24,30.7,15.7,0,0,23.2
"22456",1962-06-25,23.5,16.2,0,0,19.85
"22457",1962-06-26,24.1,9.7,0,0,16.9
"22458",1962-06-27,19.5,11.7,0,0,15.6
"22459",1962-06-28,21.4,4,0,0,12.7
"22460",1962-06-29,21.2,7.9,11,0,14.55
"22461",1962-06-30,19.4,9.8,0,0,14.6
"22462",1962-07-01,20.7,6.7,0,0,13.7
"22463",1962-07-02,22.2,10.3,0,0,16.25
"22464",1962-07-03,21.7,12.8,96,0,17.25
"22465",1962-07-04,17.2,8.9,25,0,13.05
"22466",1962-07-05,16.4,8.6,20,0,12.5
"22467",1962-07-06,19,5.7,0,0,12.35
"22468",1962-07-07,22.5,5.6,0,0,14.05
"22469",1962-07-08,27.3,6,0,0,16.65
"22470",1962-07-09,30.7,9.6,0,0,20.15
"22471",1962-07-10,33.2,14.6,13,0,23.9
"22472",1962-07-11,23.2,15.6,0,0,19.4
"22473",1962-07-12,23.8,12.7,0,0,18.25
"22474",1962-07-13,24.8,11.1,0,0,17.95
"22475",1962-07-14,24,11.3,79,0,17.65
"22476",1962-07-15,24.1,13.1,65,0,18.6
"22477",1962-07-16,20.4,13.2,94,0,16.8
"22478",1962-07-17,21.2,13.2,32,0,17.2
"22479",1962-07-18,22.6,11,3,0,16.8
"22480",1962-07-19,24.7,7.8,0,0,16.25
"22481",1962-07-20,30.6,14.2,0,0,22.4
"22482",1962-07-21,23.6,15.1,13,0,19.35
"22483",1962-07-22,23.8,14,0,0,18.9
"22484",1962-07-23,25.7,12.6,0,0,19.15
"22485",1962-07-24,29.8,8.9,0,0,19.35
"22486",1962-07-25,33.8,12.4,0,0,23.1
"22487",1962-07-26,31.8,17.4,0,0,24.6
"22488",1962-07-27,28.2,17.1,32,0,22.65
"22489",1962-07-28,20.4,14.1,19,0,17.25
"22490",1962-07-29,24.4,12.4,0,0,18.4
"22491",1962-07-30,26,9,0,0,17.5
"22492",1962-07-31,27.4,10.4,0,0,18.9
"22493",1962-08-01,30.4,12.8,0,0,21.6
"22494",1962-08-02,33.5,12.9,157,0,23.2
"22495",1962-08-03,27.3,17.6,42,0,22.45
"22496",1962-08-04,27.3,14.7,0,0,21
"22497",1962-08-05,29.1,14.9,0,0,22
"22498",1962-08-06,30.3,15.4,91,0,22.85
"22499",1962-08-07,22.7,12.4,21,0,17.55
"22500",1962-08-08,21.8,11.2,1,0,16.5
"22501",1962-08-09,24.2,8.2,0,0,16.2
"22502",1962-08-10,26.1,9.9,0,0,18
"22503",1962-08-11,29.4,12.3,0,0,20.85
"22504",1962-08-12,32.8,14.6,0,0,23.7
"22505",1962-08-13,36.1,15,0,0,25.55
"22506",1962-08-14,35.8,17,1,0,26.4
"22507",1962-08-15,25,15.7,8,0,20.35
"22508",1962-08-16,23.2,14.1,0,0,18.65
"22509",1962-08-17,26.2,14.4,47,0,20.3
"22510",1962-08-18,23,9.4,0,0,16.2
"22511",1962-08-19,25.7,9.9,0,0,17.8
"22512",1962-08-20,30.5,9.2,0,0,19.85
"22513",1962-08-21,22.1,16.5,3,0,19.3
"22514",1962-08-22,23.5,9.8,0,0,16.65
"22515",1962-08-23,25,11.6,0,0,18.3
"22516",1962-08-24,30.2,12.2,2,0,21.2
"22517",1962-08-25,23.1,12.6,0,0,17.85
"22518",1962-08-26,25.9,8.4,0,0,17.15
"22519",1962-08-27,25.3,11,0,0,18.15
"22520",1962-08-28,28.2,10.5,0,0,19.35
"22521",1962-08-29,28.2,11.3,0,0,19.75
"22522",1962-08-30,26.7,12.7,0,0,19.7
"22523",1962-08-31,26.2,8.7,0,0,17.45
"22524",1962-09-01,25.4,7.9,0,0,16.65
"22525",1962-09-02,30.3,7.9,0,0,19.1
"22526",1962-09-03,34.1,12.6,1,0,23.35
"22527",1962-09-04,23.7,16.2,23,0,19.95
"22528",1962-09-05,23.6,14.6,2,0,19.1
"22529",1962-09-06,27.7,17.3,36,0,22.5
"22530",1962-09-07,21.1,13.6,4,0,17.35
"22531",1962-09-08,20.7,11.6,0,0,16.15
"22532",1962-09-09,23.3,6.5,0,0,14.9
"22533",1962-09-10,30.5,9.9,0,0,20.2
"22534",1962-09-11,28.6,13.2,0,0,20.9
"22535",1962-09-12,30.8,15.1,0,0,22.95
"22536",1962-09-13,21.6,11.9,0,0,16.75
"22537",1962-09-14,22.8,8.4,0,0,15.6
"22538",1962-09-15,29.7,10.9,101,0,20.3
"22539",1962-09-16,19.4,14.5,208,0,16.95
"22540",1962-09-17,15.7,9.8,2,0,12.75
"22541",1962-09-18,15.6,6.4,6,0,11
"22542",1962-09-19,16.2,3.3,0,0,9.75
"22543",1962-09-20,15.4,2.3,0,0,8.85
"22544",1962-09-21,17,6.2,0,0,11.6
"22545",1962-09-22,16.4,3.4,0,0,9.9
"22546",1962-09-23,17.1,2.4,0,0,9.75
"22547",1962-09-24,18.8,9.8,0,0,14.3
"22548",1962-09-25,20.3,5.6,0,0,12.95
"22549",1962-09-26,15.6,9.3,22,0,12.45
"22550",1962-09-27,14.3,11.3,80,0,12.8
"22551",1962-09-28,15.7,11.2,4,0,13.45
"22552",1962-09-29,17.6,10.6,7,0,14.1
"22553",1962-09-30,20.2,8.3,0,0,14.25
"22554",1962-10-01,25.5,10.7,0,0,18.1
"22555",1962-10-02,26.4,10.8,0,0,18.6
"22556",1962-10-03,27.2,10.7,0,0,18.95
"22557",1962-10-04,22.3,12.6,0,0,17.45
"22558",1962-10-05,20.3,12.2,0,0,16.25
"22559",1962-10-06,17.3,9.8,0,0,13.55
"22560",1962-10-07,19.5,6.8,0,0,13.15
"22561",1962-10-08,19.3,6.2,0,0,12.75
"22562",1962-10-09,20.3,6.3,0,0,13.3
"22563",1962-10-10,19.8,6.2,0,0,13
"22564",1962-10-11,19.6,6.2,0,0,12.9
"22565",1962-10-12,12.3,5.7,0,0,9
"22566",1962-10-13,11.4,8,1,0,9.7
"22567",1962-10-14,8.9,6,2,0,7.45
"22568",1962-10-15,10,3.7,0,0,6.85
"22569",1962-10-16,12.8,2.1,0,0,7.45
"22570",1962-10-17,15.3,-0.5,0,0,7.4
"22571",1962-10-18,14.2,3,0,0,8.6
"22572",1962-10-19,13.7,1.3,0,0,7.5
"22573",1962-10-20,14.6,5,0,0,9.8
"22574",1962-10-21,12,2.2,0,0,7.1
"22575",1962-10-22,14.7,-1,0,0,6.85
"22576",1962-10-23,16.2,4.5,0,0,10.35
"22577",1962-10-24,18.3,5.9,0,0,12.1
"22578",1962-10-25,14.7,5.4,0,0,10.05
"22579",1962-10-26,15,5.7,7,0,10.35
"22580",1962-10-27,10.4,3.9,58,0,7.15
"22581",1962-10-28,9.7,3.8,38,0,6.75
"22582",1962-10-29,7,2.6,0,0,4.8
"22583",1962-10-30,9.1,0.4,24,0,4.75
"22584",1962-10-31,8.4,3.4,0,0,5.9
"22585",1962-11-01,9,0.3,0,0,4.65
"22586",1962-11-02,11.5,2.1,0,0,6.8
"22587",1962-11-03,13.7,2.6,0,0,8.15
"22588",1962-11-04,14.1,2.5,0,0,8.3
"22589",1962-11-05,5.6,0.5,0,0,3.05
"22590",1962-11-06,14.5,0.6,0,0,7.55
"22591",1962-11-07,9.5,1.7,0,0,5.6
"22592",1962-11-08,15.4,3,0,0,9.2
"22593",1962-11-09,11.8,2.5,0,0,7.15
"22594",1962-11-10,9,5.5,0,0,7.25
"22595",1962-11-11,7.4,3.5,0,0,5.45
"22596",1962-11-12,9.9,3,52,0,6.45
"22597",1962-11-13,7.8,0.1,9,0,3.95
"22598",1962-11-14,3.3,-1.6,0,0,0.85
"22599",1962-11-15,3.8,-2.6,30,0,0.6
"22600",1962-11-16,4.6,-0.8,0,0,1.9
"22601",1962-11-17,2.3,-2.1,0,0,0.0999999999999999
"22602",1962-11-18,7,-1.5,0,0,2.75
"22603",1962-11-19,4.2,-1.4,5,0,1.4
"22604",1962-11-20,4,-1.2,1,0,1.4
"22605",1962-11-21,1.3,-3.5,134,0,-1.1
"22606",1962-11-22,2.2,-3.9,0,0,-0.85
"22607",1962-11-23,2.2,-4.9,0,0,-1.35
"22608",1962-11-24,1.6,-6.2,0,0,-2.3
"22609",1962-11-25,1.4,-5.9,0,0,-2.25
"22610",1962-11-26,3.9,-4.1,0,0,-0.0999999999999999
"22611",1962-11-27,0.8,-0.5,17,0,0.15
"22612",1962-11-28,0.9,-2.9,15,20,-1
"22613",1962-11-29,0.5,-4,0,10,-1.75
"22614",1962-11-30,0.2,-3.4,0,10,-1.6
"22615",1962-12-01,1.1,-3.2,0,10,-1.05
"22616",1962-12-02,1.3,-8.6,0,10,-3.65
"22617",1962-12-03,-1.3,-10.8,0,10,-6.05
"22618",1962-12-04,-1.5,-13,0,0,-7.25
"22619",1962-12-05,0.1,-9.4,0,0,-4.65
"22620",1962-12-06,-0.7,-7.5,0,0,-4.1
"22621",1962-12-07,-1.3,-7.2,0,0,-4.25
"22622",1962-12-08,-0.8,-8.2,0,0,-4.5
"22623",1962-12-09,8,-6.5,62,0,0.75
"22624",1962-12-10,5.6,1.6,6,0,3.6
"22625",1962-12-11,5.7,0.2,0,0,2.95
"22626",1962-12-12,8.2,2.4,5,0,5.3
"22627",1962-12-13,4.2,0.8,7,0,2.5
"22628",1962-12-14,3.2,-0.9,0,0,1.15
"22629",1962-12-15,9.1,-1.2,156,0,3.95
"22630",1962-12-16,10.9,3.3,10,0,7.1
"22631",1962-12-17,4,1.3,3,0,2.65
"22632",1962-12-18,4.5,-0.4,74,0,2.05
"22633",1962-12-19,3.5,0.5,6,0,2
"22634",1962-12-20,4.7,0.2,17,0,2.45
"22635",1962-12-21,6.8,-0.2,76,0,3.3
"22636",1962-12-22,5.2,-6,3,20,-0.4
"22637",1962-12-23,-5.3,-12.3,0,20,-8.8
"22638",1962-12-24,-9.2,-12,0,10,-10.6
"22639",1962-12-25,-7.7,-11.4,0,10,-9.55
"22640",1962-12-26,-9.7,-15.8,0,10,-12.75
"22641",1962-12-27,-9.5,-15,0,10,-12.25
"22642",1962-12-28,-5,-16.2,51,10,-10.6
"22643",1962-12-29,-3.2,-7,18,80,-5.1
"22644",1962-12-30,4.2,-7.9,37,80,-1.85
"22645",1962-12-31,2.1,-3.4,8,50,-0.65
"22646",1963-01-01,2.4,-2.1,3,50,0.15
"22647",1963-01-02,0.8,-2.2,115,40,-0.7
"22648",1963-01-03,0.4,-1.2,116,30,-0.4
"22649",1963-01-04,6.4,-1.6,25,20,2.4
"22650",1963-01-05,8.9,1.1,20,10,5
"22651",1963-01-06,5.7,1,2,0,3.35
"22652",1963-01-07,1.6,-0.3,20,0,0.65
"22653",1963-01-08,0.8,-1.5,1,10,-0.35
"22654",1963-01-09,0,-1.8,0,10,-0.9
"22655",1963-01-10,-1.3,-4.3,21,10,-2.8
"22656",1963-01-11,-3.6,-7.8,4,20,-5.7
"22657",1963-01-12,-6.9,-10.6,0,30,-8.75
"22658",1963-01-13,-8,-19.2,0,20,-13.6
"22659",1963-01-14,-3.5,-19.2,7,20,-11.35
"22660",1963-01-15,-1.2,-10.2,6,50,-5.7
"22661",1963-01-16,-1.7,-9.5,0,50,-5.6
"22662",1963-01-17,-5.9,-11.4,0,50,-8.65
"22663",1963-01-18,-8.3,-16.3,8,40,-12.3
"22664",1963-01-19,-5.4,-15.5,0,60,-10.45
"22665",1963-01-20,-2.9,-11.4,0,40,-7.15
"22666",1963-01-21,-3.6,-13.2,0,40,-8.4
"22667",1963-01-22,-4.5,-14.2,0,40,-9.35
"22668",1963-01-23,-5.8,-17,0,40,-11.4
"22669",1963-01-24,-3.9,-15.2,0,40,-9.55
"22670",1963-01-25,-6.9,-15.3,0,30,-11.1
"22671",1963-01-26,-4.4,-15.8,32,30,-10.1
"22672",1963-01-27,-0.3,-8,0,80,-4.15
"22673",1963-01-28,0.7,-10.9,0,90,-5.1
"22674",1963-01-29,-3,-11.4,2,80,-7.2
"22675",1963-01-30,-0.8,-7.7,6,80,-4.25
"22676",1963-01-31,-7,-13.6,3,80,-10.3
"22677",1963-02-01,-8,-16.2,0,80,-12.1
"22678",1963-02-02,-8.4,-16,0,70,-12.2
"22679",1963-02-03,-6.2,-18.2,0,70,-12.2
"22680",1963-02-04,-4.3,-14.6,0,70,-9.45
"22681",1963-02-05,-2.5,-19.7,0,70,-11.1
"22682",1963-02-06,-1.6,-16.5,0,70,-9.05
"22683",1963-02-07,-1.1,-11.7,0,70,-6.4
"22684",1963-02-08,3.1,-3.2,5,70,-0.05
"22685",1963-02-09,0.7,-2.8,0,70,-1.05
"22686",1963-02-10,6.7,-5.7,0,60,0.5
"22687",1963-02-11,0.2,-3.4,16,50,-1.6
"22688",1963-02-12,4.6,-0.5,12,40,2.05
"22689",1963-02-13,2.8,-1.3,1,60,0.75
"22690",1963-02-14,4.7,-2.4,0,50,1.15
"22691",1963-02-15,2.9,-3.2,5,40,-0.15
"22692",1963-02-16,4,-0.7,32,40,1.65
"22693",1963-02-17,4.4,0.6,25,20,2.5
"22694",1963-02-18,2.2,-2.4,180,10,-0.0999999999999999
"22695",1963-02-19,3.5,-4,70,210,-0.25
"22696",1963-02-20,8.8,0.2,90,130,4.5
"22697",1963-02-21,0.8,-3.9,0,110,-1.55
"22698",1963-02-22,-3.2,-6.4,0,100,-4.8
"22699",1963-02-23,-1.4,-6.6,0,90,-4
"22700",1963-02-24,-2.7,-11.4,0,90,-7.05
"22701",1963-02-25,-1.8,-15,0,80,-8.4
"22702",1963-02-26,0.8,-14.5,0,70,-6.85
"22703",1963-02-27,2.7,-13.2,0,70,-5.25
"22704",1963-02-28,1.4,-8.7,0,70,-3.65
"22705",1963-03-01,2.7,-9.2,0,70,-3.25
"22706",1963-03-02,3.4,-10.6,0,70,-3.6
"22707",1963-03-03,5.3,-7.1,0,70,-0.9
"22708",1963-03-04,9.7,-6,0,60,1.85
"22709",1963-03-05,11.6,-5.4,0,60,3.1
"22710",1963-03-06,9.7,-2.1,0,60,3.8
"22711",1963-03-07,13.3,-1.6,0,40,5.85
"22712",1963-03-08,14.2,0.6,3,0,7.4
"22713",1963-03-09,14.2,2.4,2,0,8.3
"22714",1963-03-10,12.5,3.4,30,0,7.95
"22715",1963-03-11,7.5,2.6,60,0,5.05
"22716",1963-03-12,11.2,4,20,0,7.6
"22717",1963-03-13,10.7,3.2,0,0,6.95
"22718",1963-03-14,14.4,2,0,0,8.2
"22719",1963-03-15,11.8,2.6,0,0,7.2
"22720",1963-03-16,11.4,2,30,0,6.7
"22721",1963-03-17,15.2,5.1,24,0,10.15
"22722",1963-03-18,15.4,5.5,62,0,10.45
"22723",1963-03-19,13.6,5.7,0,0,9.65
"22724",1963-03-20,11,4.3,13,0,7.65
"22725",1963-03-21,6.5,4.1,54,0,5.3
"22726",1963-03-22,4.4,0.4,0,0,2.4
"22727",1963-03-23,6.2,-1.2,0,0,2.5
"22728",1963-03-24,9.8,-4.1,0,0,2.85
"22729",1963-03-25,14.5,-2.5,0,0,6
"22730",1963-03-26,10.2,1,59,0,5.6
"22731",1963-03-27,10,4.8,54,0,7.4
"22732",1963-03-28,11,2.8,5,0,6.9
"22733",1963-03-29,14.4,2.8,10,0,8.6
"22734",1963-03-30,7.9,3.7,30,0,5.8
"22735",1963-03-31,6.5,3.5,26,0,5
"22736",1963-04-01,5.2,3.2,5,0,4.2
"22737",1963-04-02,8.3,3.2,0,0,5.75
"22738",1963-04-03,11.6,-0.7,0,0,5.45
"22739",1963-04-04,13.5,-0.8,0,0,6.35
"22740",1963-04-05,11.8,2.6,0,0,7.2
"22741",1963-04-06,12.6,1.1,0,0,6.85
"22742",1963-04-07,13.7,3.9,8,0,8.8
"22743",1963-04-08,18,5.5,0,0,11.75
"22744",1963-04-09,13,4.5,28,0,8.75
"22745",1963-04-10,18.5,8,47,0,13.25
"22746",1963-04-11,12.5,7.6,1,0,10.05
"22747",1963-04-12,13.9,7.4,111,0,10.65
"22748",1963-04-13,13.2,5.8,0,0,9.5
"22749",1963-04-14,15.2,2.8,0,0,9
"22750",1963-04-15,18.7,4.3,0,0,11.5
"22751",1963-04-16,21.8,6.8,4,0,14.3
"22752",1963-04-17,21.8,9.5,81,0,15.65
"22753",1963-04-18,15.3,8,0,0,11.65
"22754",1963-04-19,19,4.4,0,0,11.7
"22755",1963-04-20,21.6,6.2,0,0,13.9
"22756",1963-04-21,15.7,10.3,0,0,13
"22757",1963-04-22,20.6,6.1,0,0,13.35
"22758",1963-04-23,20.9,5,130,0,12.95
"22759",1963-04-24,15.9,9.9,103,0,12.9
"22760",1963-04-25,17.8,9.4,18,0,13.6
"22761",1963-04-26,16.4,9.5,0,0,12.95
"22762",1963-04-27,18,5.7,0,0,11.85
"22763",1963-04-28,20.7,6.7,0,0,13.7
"22764",1963-04-29,24,7.6,0,0,15.8
"22765",1963-04-30,16.5,8.8,90,0,12.65
"22766",1963-05-01,19.4,5.6,0,0,12.5
"22767",1963-05-02,15.7,5.7,76,0,10.7
"22768",1963-05-03,13.2,5,26,0,9.1
"22769",1963-05-04,12.7,5.2,8,0,8.95
"22770",1963-05-05,18,1.5,0,0,9.75
"22771",1963-05-06,20.4,3.8,0,0,12.1
"22772",1963-05-07,23.3,4.4,0,0,13.85
"22773",1963-05-08,26.4,8.4,0,0,17.4
"22774",1963-05-09,18.3,10.2,70,0,14.25
"22775",1963-05-10,19.9,8.9,3,0,14.4
"22776",1963-05-11,15.5,8.3,4,0,11.9
"22777",1963-05-12,19.5,2.5,0,0,11
"22778",1963-05-13,22.5,5.8,34,0,14.15
"22779",1963-05-14,14.9,8.5,31,0,11.7
"22780",1963-05-15,12.6,7.2,90,0,9.9
"22781",1963-05-16,10.6,7.2,3,0,8.9
"22782",1963-05-17,12.5,8.8,10,0,10.65
"22783",1963-05-18,19.9,8.5,1,0,14.2
"22784",1963-05-19,13.6,7.1,17,0,10.35
"22785",1963-05-20,14.7,3.6,0,0,9.15
"22786",1963-05-21,23.8,3.4,0,0,13.6
"22787",1963-05-22,25,9.6,0,0,17.3
"22788",1963-05-23,15.5,9.5,0,0,12.5
"22789",1963-05-24,13.8,9,0,0,11.4
"22790",1963-05-25,18.5,9.2,0,0,13.85
"22791",1963-05-26,22,11.3,0,0,16.65
"22792",1963-05-27,25.5,10.8,0,0,18.15
"22793",1963-05-28,25.1,11.6,0,0,18.35
"22794",1963-05-29,22.1,12.2,39,0,17.15
"22795",1963-05-30,24.8,12.1,0,0,18.45
"22796",1963-05-31,26.3,8.4,0,0,17.35
"22797",1963-06-01,25.2,9.7,0,0,17.45
"22798",1963-06-02,23.6,9.6,10,0,16.6
"22799",1963-06-03,21.7,11.8,0,0,16.75
"22800",1963-06-04,21.6,12.5,45,0,17.05
"22801",1963-06-05,23.2,10.6,11,0,16.9
"22802",1963-06-06,24.1,8.8,7,0,16.45
"22803",1963-06-07,16,12.7,293,0,14.35
"22804",1963-06-08,16.5,12.1,8,0,14.3
"22805",1963-06-09,24.6,12,0,0,18.3
"22806",1963-06-10,26,11.4,5,0,18.7
"22807",1963-06-11,21.2,13.3,34,0,17.25
"22808",1963-06-12,25.5,9.6,0,0,17.55
"22809",1963-06-13,25.8,11.7,40,0,18.75
"22810",1963-06-14,19.3,11.5,20,0,15.4
"22811",1963-06-15,16.6,8.8,21,0,12.7
"22812",1963-06-16,18.3,9.6,0,0,13.95
"22813",1963-06-17,24.9,8.2,0,0,16.55
"22814",1963-06-18,28.5,10.9,100,0,19.7
"22815",1963-06-19,19.2,11.4,11,0,15.3
"22816",1963-06-20,22.4,10.5,0,0,16.45
"22817",1963-06-21,30.1,17.5,0,0,23.8
"22818",1963-06-22,31.5,16.5,535,0,24
"22819",1963-06-23,21.1,14.9,36,0,18
"22820",1963-06-24,23.7,13.5,36,0,18.6
"22821",1963-06-25,22.1,12.8,27,0,17.45
"22822",1963-06-26,23.1,14.1,0,0,18.6
"22823",1963-06-27,30.5,11.2,40,0,20.85
"22824",1963-06-28,20.8,13.8,8,0,17.3
"22825",1963-06-29,24.7,10.6,0,0,17.65
"22826",1963-06-30,18.2,11.6,49,0,14.9
"22827",1963-07-01,25.8,13.9,149,0,19.85
"22828",1963-07-02,26.3,13.9,5,0,20.1
"22829",1963-07-03,27.9,12.2,4,0,20.05
"22830",1963-07-04,26.9,11.8,8,0,19.35
"22831",1963-07-05,22.9,14.1,3,0,18.5
"22832",1963-07-06,28,12,0,0,20
"22833",1963-07-07,27.6,13.5,43,0,20.55
