"Year","CUMSUM_GDD_DAY_1","CUMSUM_GDD_DAY_2","CUMSUM_GDD_DAY_3","CUMSUM_GDD_DAY_4","CUMSUM_GDD_DAY_5","CUMSUM_GDD_DAY_6","CUMSUM_GDD_DAY_7","CUMSUM_GDD_DAY_8","CUMSUM_GDD_DAY_9","CUMSUM_GDD_DAY_10","CUMSUM_GDD_DAY_11","CUMSUM_GDD_DAY_12","CUMSUM_GDD_DAY_13","CUMSUM_GDD_DAY_14","CUMSUM_GDD_DAY_15","CUMSUM_GDD_DAY_16","CUMSUM_GDD_DAY_17","CUMSUM_GDD_DAY_18","CUMSUM_GDD_DAY_19","CUMSUM_GDD_DAY_20","CUMSUM_GDD_DAY_21","CUMSUM_GDD_DAY_22","CUMSUM_GDD_DAY_23","CUMSUM_GDD_DAY_24","CUMSUM_GDD_DAY_25","CUMSUM_GDD_DAY_26","CUMSUM_GDD_DAY_27","CUMSUM_GDD_DAY_28","CUMSUM_GDD_DAY_29","CUMSUM_GDD_DAY_30","CUMSUM_GDD_DAY_31","CUMSUM_GDD_DAY_32","CUMSUM_GDD_DAY_33","CUMSUM_GDD_DAY_34","CUMSUM_GDD_DAY_35","CUMSUM_GDD_DAY_36","CUMSUM_GDD_DAY_37","CUMSUM_GDD_DAY_38","CUMSUM_GDD_DAY_39","CUMSUM_GDD_DAY_40","CUMSUM_GDD_DAY_41","CUMSUM_GDD_DAY_42","CUMSUM_GDD_DAY_43","CUMSUM_GDD_DAY_44","CUMSUM_GDD_DAY_45","CUMSUM_GDD_DAY_46","CUMSUM_GDD_DAY_47","CUMSUM_GDD_DAY_48","CUMSUM_GDD_DAY_49","CUMSUM_GDD_DAY_50","CUMSUM_GDD_DAY_51","CUMSUM_GDD_DAY_52","CUMSUM_GDD_DAY_53","CUMSUM_GDD_DAY_54","CUMSUM_GDD_DAY_55","CUMSUM_GDD_DAY_56","CUMSUM_GDD_DAY_57","CUMSUM_GDD_DAY_58","CUMSUM_GDD_DAY_59","CUMSUM_GDD_DAY_60","CUMSUM_GDD_DAY_61","CUMSUM_GDD_DAY_62","CUMSUM_GDD_DAY_63","CUMSUM_GDD_DAY_64","CUMSUM_GDD_DAY_65","CUMSUM_GDD_DAY_66","CUMSUM_GDD_DAY_67","CUMSUM_GDD_DAY_68","CUMSUM_GDD_DAY_69","CUMSUM_GDD_DAY_70","CUMSUM_GDD_DAY_71","CUMSUM_GDD_DAY_72","CUMSUM_GDD_DAY_73","CUMSUM_GDD_DAY_74","CUMSUM_GDD_DAY_75","CUMSUM_GDD_DAY_76","CUMSUM_GDD_DAY_77","CUMSUM_GDD_DAY_78","CUMSUM_GDD_DAY_79","CUMSUM_GDD_DAY_80","CUMSUM_GDD_DAY_81","CUMSUM_GDD_DAY_82","CUMSUM_GDD_DAY_83","CUMSUM_GDD_DAY_84","CUMSUM_GDD_DAY_85","CUMSUM_GDD_DAY_86","CUMSUM_GDD_DAY_87","CUMSUM_GDD_DAY_88","CUMSUM_GDD_DAY_89","CUMSUM_GDD_DAY_90","CUMSUM_GDD_DAY_91","CUMSUM_GDD_DAY_92","CUMSUM_GDD_DAY_93","CUMSUM_GDD_DAY_94","CUMSUM_GDD_DAY_95","CUMSUM_GDD_DAY_96","CUMSUM_GDD_DAY_97","CUMSUM_GDD_DAY_98","CUMSUM_GDD_DAY_99","CUMSUM_GDD_DAY_100","CUMSUM_GDD_DAY_101","CUMSUM_GDD_DAY_102","CUMSUM_GDD_DAY_103","CUMSUM_GDD_DAY_104","CUMSUM_GDD_DAY_105","CUMSUM_GDD_DAY_106","CUMSUM_GDD_DAY_107","CUMSUM_GDD_DAY_108","CUMSUM_GDD_DAY_109","CUMSUM_GDD_DAY_110","CUMSUM_GDD_DAY_111","CUMSUM_GDD_DAY_112","CUMSUM_GDD_DAY_113","CUMSUM_GDD_DAY_114","CUMSUM_GDD_DAY_115","CUMSUM_GDD_DAY_116","CUMSUM_GDD_DAY_117","CUMSUM_GDD_DAY_118","CUMSUM_GDD_DAY_119","CUMSUM_GDD_DAY_120","CUMSUM_GDD_DAY_121","CUMSUM_GDD_DAY_122","CUMSUM_GDD_DAY_123","CUMSUM_GDD_DAY_124","CUMSUM_GDD_DAY_125","CUMSUM_GDD_DAY_126","CUMSUM_GDD_DAY_127","CUMSUM_GDD_DAY_128","CUMSUM_GDD_DAY_129","CUMSUM_GDD_DAY_130","CUMSUM_GDD_DAY_131","CUMSUM_GDD_DAY_132","CUMSUM_GDD_DAY_133","CUMSUM_GDD_DAY_134","CUMSUM_GDD_DAY_135","CUMSUM_GDD_DAY_136","last_year_bloom_doy","avg_last_5","sd_last_5","avg_last_10","sd_last_10","bloom_doy"
2003,1.1,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.7,3,5,6.1,6.1,7.1,7.1,7.1,8.9,11,12,12.9,12.9,14,14.5,14.5,14.6,18.2,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,23.1,23.1,23.1,24.4,29.7,33.3,39.9,43.3,43.3,43.9,44.2,47.7,50.2,51.7,53,54.7,54.7,56,57.8,61,62.2,63.3,67.1,67.4,71.3,76.1,81.2,82.5,82.5,82.5,87.1,91,91,91,91,91.1,91.3,92.4,96.7,98.5,102.5,106.7,107.8,109.4,112,116.3,118.1,123.7,132.6,139.8,147.6,156.3,162.9,166.4,173.1,183.5,193.8,201.9,211.6,217.7,222,229,241.6,251.5,256.7,263.1,272.2,284.8,295.9,306.5,314.7,327.4,342.7,358.9,374.1,388.5,395.7,407.5,419.7,433.5,451,462.1,474.8,490,507.2,514.7,526.6,542.5,559.8,577.5,597.1,616.1,635.2,642.8,652,666.3,678.3,693.9,710.7,724.6,738.4,749.1,91,94.4,3.78153408023781,96.7,3.86005181312376,98
2004,2.6,5.2,8.4,10.6,11.9,12.2,14.9,14.9,14.9,17.2,17.2,19.2,19.2,19.2,19.2,19.2,19.2,21,22.4,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,25.4,27.7,27.9,31.5,35.8,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,38.6,41.2,44.5,48.3,49.4,49.4,49.8,52.5,57.3,64,73.3,82.4,83.2,87,93.3,95.2,96.2,101,106.2,107.9,109,109.5,109.5,112.3,112.3,112.3,112.9,116.6,128.4,135.5,138.5,143,150.1,156.2,166.6,180.2,181.6,186.3,189.1,194.8,196.4,202.2,208.4,215.1,219.9,226.1,236.3,249.6,259.9,265.6,275.3,285.1,292.6,295,301.8,312.5,323.9,330.5,340.6,354.6,368.2,383.1,396.4,405,419,433.8,449.1,467.4,482.3,492.8,507.6,525.3,534.8,541.7,551.3,565.1,575.8,583.6,596,611.3,626.5,640.9,657.7,670.9,682.5,697.6,712.9,731.5,746,761,776.1,796,811.9,826,843.3,98,95.8,3.4928498393146,96.8,3.8815804341359,92
2006,1.3,2.5,2.7,2.7,2.7,2.7,2.7,2.7,2.7,3.5,3.5,3.8,8.6,14.1,16.2,19.8,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.8,21.8,24.2,27.7,31.4,34,36.2,36.2,36.2,36.2,36.2,37.5,37.5,37.5,39.5,41.9,41.9,42.3,47.9,54.8,58.7,58.7,58.7,60.4,60.8,64.1,72,73.7,75.9,83.9,89.3,89.3,91.6,92.6,92.8,92.8,93.4,99.6,103.8,109.1,115.2,122.4,128.8,137.6,139.3,139.3,139.3,142.7,147.6,150,153.9,154,156.9,161.1,165.2,171.3,174.2,180.2,186.8,196.4,201.7,202.4,202.4,203.1,209.7,217.3,224.2,234.4,240.6,245.2,253.5,261.2,269.4,277.3,288.5,300.2,309.2,314.9,321.1,326.5,333.6,346.3,359.1,366.5,372.4,382,394.4,403.3,409.8,418.1,426.9,438.7,449.9,464.8,484.2,492.7,504.5,519.1,535,550.7,565.6,583.3,600.9,617.2,627.6,641,651.7,663.8,678,691.1,99,95.2,3.56370593624109,96.1,4.06748625620843,98
2007,3.1,6.1,9.2,10.6,14.4,16.2,16.2,16.8,16.8,18.4,19.8,21.4,22.5,22.5,23.7,27,29.8,33,33,34.4,36.6,38.3,39.1,40.8,41.4,45.6,47.7,49.3,50.8,55,57.9,58.2,58.2,61,61,64.3,70.4,73.3,77.4,83.6,87.9,89.1,92,97.3,103.6,105.8,106.4,109.1,113.2,115.1,118.4,122.6,130.6,135.7,135.7,138.4,143.8,150.5,151.6,155.1,161.4,170.8,183.6,192.2,192.7,192.9,193.4,196,202.1,202.3,203.2,204.2,206.5,207.7,210.4,211.5,211.5,211.8,212.2,215.9,221.4,229.7,238.4,245.4,254.2,260.7,270.1,282.8,288.1,299.6,310.4,319.3,322.4,324.7,328,336,342.6,351.5,358.2,367.8,376,386.8,400.2,409.1,420.1,428.5,435.6,440.9,449.5,463.3,479.7,493,501.6,514.5,521.9,531.7,543.7,554.3,567.6,584.4,595.5,607.4,621.6,638.7,656,668.9,683.2,700.8,720.2,730.2,740.6,756.9,770,785.8,799.1,813.5,98,95.6,3.78153408023781,95.6,3.37309617084627,97
2008,0,0.3,2.4,3.8,5,7.4,9.5,13.8,17.8,20.9,26.8,29.3,29.3,29.3,30.2,31.1,31.1,31.1,31.1,31.1,31.2,32.3,34.2,34.2,34.2,34.2,34.2,34.2,35.1,36.7,36.8,36.8,36.8,36.8,37.2,37.2,37.5,37.5,37.5,37.5,38.1,41.1,41.1,41.1,41.1,41.1,41.1,41.1,41.1,41.2,43.5,45.6,50.2,50.2,50.2,50.2,50.3,50.3,50.3,53.3,54.6,57.9,59.8,60.5,60.5,62.2,63.3,64.7,72,76.8,84,93,102.8,109.4,114.6,122.2,129,140.1,147.7,154.4,160.8,170,180.6,188.3,197.9,202.8,209.8,214.8,219.9,224,227.5,230.6,237.8,245,252.1,261.2,272.5,281.2,289.5,301.4,310.7,319,327.2,338.3,346.6,358.8,372.1,382.7,392.8,403.5,414.2,427,442.1,458.2,466.4,474.9,488,499.6,510.5,525.6,542.6,558.7,574.4,591.8,611.1,623.2,637.5,654.3,671.7,685,692.4,701.1,713.5,726.4,737.5,750.8,97,96.8,2.77488738510232,95.6,3.37309617084627,95
2009,0,0.4,1.6,3.5,6.6,7.8,8.4,11.8,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.5,15.5,18.3,20.2,21,21.8,25.7,28.5,28.5,28.5,29.1,29.4,32.3,39.9,48.9,51.6,52.2,53.1,54.6,55.7,60,60.7,63,63.4,65.8,67.1,69.5,74.1,84.2,90.4,97.8,97.8,97.8,99.1,100.5,102.4,102.4,106.1,109.5,114.9,120.5,124.5,126.7,131.9,136.6,137.3,137.7,139.8,146.9,153,156.6,162.3,169,173.2,174.3,177.4,183.3,184,187.1,193.6,202.5,215.1,228.9,232.8,242,250.9,253.4,258,260.2,262.8,265.3,268.4,271,274.9,281.8,285.2,288.6,296.1,301.9,309.1,318.7,329,340.6,353.9,367.7,383.5,398.5,414.1,425.7,436.4,446.9,456.5,470.5,487.3,502.1,515.5,526.9,534.8,548.2,558.3,564.2,570.2,578.3,588.5,601.3,615.5,630.2,645.3,660.3,673,685.4,697.1,708.5,725.4,743.2,762.5,781.4,792.6,804.9,819.2,832.1,95,96.2,2.77488738510232,96,2.98142396999972,95
2010,0,1.8,2.5,5.6,5.7,5.7,5.7,5.7,6.8,7.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,12.4,15.4,23.1,25.9,26.6,26.6,26.6,26.6,26.6,30,32.8,34.2,37.3,38.7,38.7,39.7,39.7,39.7,39.7,39.7,39.7,43.4,53,58.8,60.3,60.4,60.4,62.8,65.1,65.1,65.1,65.4,65.4,66.7,68.3,75,82.9,93.1,106,116.1,122.1,125.3,132.6,138.2,142.9,149.7,157.8,163.2,165.4,168.1,168.4,169,170.5,177.5,183.6,190.8,200.8,206,208.9,213.4,218.1,232.8,236.4,241.9,245.8,250.1,251.7,251.9,256.1,259.9,259.9,261.3,268.6,278.8,282.6,285.4,294.7,304.9,317.5,321.8,329.6,339.6,354.1,366.4,376.9,385.8,390.5,394.2,399,404.6,414.6,427.1,438.6,448.3,455.8,461.2,466.3,474.7,487.3,497.2,509.1,518.1,526.3,537.1,549.6,566.2,583.9,603.1,622,633.2,648.4,664.1,676.9,688,697,705.9,714.4,727.1,742.5,95,96.8,1.78885438199983,96.1,2.92308816911917,95
2011,0,0,0,0,1.4,1.4,1.4,1.4,2,2,2,2,2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,3.5,4.3,5.9,7.9,9.4,13.4,15.1,18.2,19.7,19.7,19.7,19.7,19.7,19.7,19.7,21.4,28,28.8,30.5,33.6,36.2,41.1,49.2,57.7,63.3,66.3,75.9,81.3,84.4,84.8,84.8,84.8,86.2,89.6,92,92.9,93.4,93.4,93.4,96.3,104.1,114.2,121.1,121.1,121.1,122.7,130,139.4,145.5,149.8,150.2,151.4,153.9,153.9,154.3,157.9,162.7,167.6,173.5,182.7,188.6,191,194.8,200.9,210.7,222.9,233.2,242.1,252.4,258.6,265.6,275.5,288.1,300.1,306.4,316.3,325.7,331.6,336.1,346.5,356,362.7,369.5,377.1,389.3,402.9,409.8,419.1,432.9,445.2,457.9,469.2,481.5,494.3,509.8,526.9,543,562.6,579.5,595.2,611.1,625.5,639.7,655.9,672.7,95,96,1.4142135623731,95.6,2.59058123036339,99
2012,3.6,3.7,4.1,4.1,4.1,5.1,5.1,5.1,5.9,7.8,7.8,7.8,9.1,10.1,11.8,11.9,11.9,13.3,15.2,18.9,20.8,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.4,26.5,30.4,32.8,32.8,32.8,32.8,32.8,32.8,33.1,33.9,33.9,34.1,34.1,34.1,34.1,34.1,36.1,41.7,47.3,50.9,52.8,52.8,52.8,54.4,56.9,64,68.8,72.4,77,84.4,93.6,98.3,104.2,106.7,108.8,109,109,109,111.1,111.7,118,125.5,131.7,131.8,134.9,137.1,143.8,149.9,153.6,154.5,156.1,161.2,165.8,165.8,177.6,180.1,182.4,190.2,195.5,201.7,207.4,209.7,210.5,216.8,227.2,240.2,250.4,262.8,272.6,279.4,290,299.5,308.5,320.1,333.8,344.9,357.9,368.3,382.3,397.7,415.1,427.3,439.7,456.9,475.4,491.8,508,522.9,537.6,549.3,564.9,577.1,592,609.3,623.5,634.6,642.6,649.9,662.8,679.7,692.8,99,96.2,1.78885438199983,95.9,2.80673792466945,101
2013,0,0,0,0,0,0,0.5,0.8,1.4,1.4,1.4,1.4,4.1,5.1,5.1,6.4,6.4,6.4,7.8,7.9,10.2,12.9,13.6,16.7,16.7,16.7,16.7,16.7,18.5,19.2,20.7,26.6,33.4,36.8,40.1,41.4,42.2,42.9,42.9,42.9,43.6,43.6,43.9,43.9,46.6,46.6,46.6,46.6,47.5,47.5,47.5,47.5,48.2,48.2,48.2,48.2,50.1,53.5,58.2,62.4,62.4,62.4,64.4,66.8,72.2,82.3,92.6,104.7,106.1,106.7,113.9,121,121,124.6,130.5,141.1,153,164.4,171,171.9,180.7,184.3,193.7,196.7,199.5,207.7,217.3,225.7,232.8,239.2,248.6,258.4,266,276.7,292.3,304.2,308.3,316.3,325.5,330.8,334.8,339.2,346.5,359.2,370.8,386.9,400.7,414.4,419.5,425,428.6,434.7,445.4,455.1,468,475.8,485.1,496.1,512,521.9,528.6,534.9,544.5,554.3,567,581.5,589.8,601.9,618.6,631.7,643.4,659.7,678.3,698.6,717,730.1,101,97,2.82842712474619,96.9,2.64365067451978,93
2014,3.2,3.6,5.4,6,6,6,8.2,10.8,10.8,10.8,10.8,11.2,11.2,11.2,11.5,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,14.3,20.1,20.1,20.1,22.3,25.1,29.7,32.7,39,46.3,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,53.2,53.2,53.2,54,54,54.8,54.8,54.8,54.8,54.8,54.8,54.8,56.5,59.1,66.5,74.8,81.3,86.2,90,90,95.6,97.4,97.4,97.4,97.7,99.2,99.2,101.1,109,113.4,114,116.2,123.2,132.8,140.5,148.6,152.9,153.6,156,162.7,172.4,183.7,193.3,200.2,211.1,224,233.5,240.7,251.1,263.7,276.8,281.1,285.3,287.3,293.6,304.2,316.8,325,331.9,341.5,350.4,359.1,370.5,383.4,398.6,409.5,417.1,426.3,437.9,447.9,459,471.9,486,501.3,516.3,528.8,540.7,555.8,569.4,585.5,598.2,613.9,624.2,634.9,648.7,665,678.6,691.7,708.4,723.3,741.1,758.5,771.4,786.7,93,96.6,3.286335345031,96.4,2.87518115371304,94
2015,0,0,0,0.0999999999999996,2.6,4.9,5,5.3,6.1,6.8,7.7,7.9,7.9,10.2,13,15.4,15.4,15.7,18,18.2,21.6,25.8,26.6,28.7,31.8,36.7,39.8,39.8,39.9,40.6,40.6,40.6,40.6,40.8,42.2,42.8,42.8,45,45,45,45.5,47.8,49.7,49.7,50,50.4,53.9,56.2,57.6,58.1,58.1,63.9,71.8,77.9,82.6,88,92.6,93,96.5,99.4,101.1,105.6,109.7,110.7,114.6,119.2,123,127.1,127.1,127.1,128.7,133.6,134.9,140.8,149.7,160.9,173.8,183.8,191.6,201.1,209.1,211.3,212.1,213.3,218,225.9,237.2,244.3,254.5,269.4,279.2,291.3,304,318,328.9,337.7,342,345.3,354,360.8,367.4,378.9,389.1,399.3,407,419.9,428.3,442.2,455.1,467.2,475.5,489.7,503.9,518.7,532,547.8,565.2,582.5,598.9,616.2,634.8,654.1,671.6,685.7,700.5,717.8,733.9,751.8,766,778.6,794.8,808.2,825,841.9,862.6,876.4,94,96.4,3.43511280746353,96.6,2.59058123036339,93
2016,1.4,5.2,10.6,16.8,21.1,26.2,28.6,31,32.9,36.1,40.1,41.2,41.7,42.8,43.7,44.2,47.9,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,53.2,54.8,58.9,62.4,65.7,69.4,70.6,71.6,71.6,73,75.3,76.9,76.9,78.6,79.5,79.6,82.3,89.5,99.4,108.2,108.9,109.6,109.6,112.3,118.5,122.8,124.1,126.8,130.9,130.9,131.3,132.2,136.8,143.5,143.5,143.5,144.7,149.8,159.7,170.8,184.1,195.4,204.7,208.3,210.9,212.2,214.1,219.1,221.6,223.5,228.3,237.5,248.4,257.6,263.2,266.8,274,279.3,282.6,284.3,287.6,294,299.1,308,318.2,331.1,341.1,354.2,367.4,377.5,386.9,400.4,411.8,423,436.8,449.2,453.5,464.2,476.5,490.4,499,514.2,529.1,539.2,549.1,562.9,575,588.7,604,617,632.4,650.1,663.7,674.2,681,693.6,708.8,727.3,743.4,760.1,775.8,788.7,802.1,818.4,831.1,846.8,859.3,875.8,893.5,912.2,930.6,93,96,3.74165738677394,96,2.66666666666667,95
2017,2.8,6.5,9.1,12.7,15.4,16.2,18.8,21.2,25.1,29.3,30.7,31.9,32.1,32.1,32.1,32.1,32.1,33.3,33.3,33.8,33.8,33.8,33.8,33.8,33.8,33.8,36.6,38.8,42.7,45,45,45,46,47.3,50.8,53.8,54.5,54.5,54.9,54.9,54.9,54.9,54.9,54.9,54.9,55.2,59.9,64.2,66,68.6,71.3,71.3,75.5,79.5,79.5,81.9,85.3,85.7,86.3,90.5,95.7,97.8,102.7,110,114.4,114.6,114.8,117.2,119,120.7,125.7,132,135,137.3,139.5,142.1,146.6,153,161.6,166,169.9,175.5,178.5,182.6,187.4,190.8,196,203.9,213.4,216.6,220.6,225.7,234.3,244.3,256,268.6,281.9,295.9,304.2,313.1,321.9,327.3,335.9,350.3,362.7,378.3,392.4,405,415.1,426.5,438.7,447.5,457.3,471.7,486,496.5,505.9,518,528.9,545.2,557.5,571.8,586.9,603,621.2,635.6,651.4,669.5,684.2,698.5,715.3,733.3,747.6,765.4,781.1,795,95,95.2,3.3466401061363,95.7,2.58413965910857,99
2018,1.9,4.1,4.1,4.1,4.1,4.1,5.3,9.7,10.1,10.1,10.1,10.1,10.1,10.1,10.6,15.8,22.2,27.5,29.8,31.7,33.2,33.2,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36.7,38.3,38.3,38.3,38.3,40.5,42.2,44.8,44.8,44.8,46.4,50,50.3,51.7,53.6,57,59.9,63.5,68.1,76.6,83,85.1,92.4,104.3,110.6,112.8,118.1,125.5,126.6,126.9,130.2,135.5,144.8,156.4,169.8,172.3,176.3,186.5,194.9,198,203.2,207.5,211.3,218.2,226.9,237.3,249.2,262.3,274.6,281,291.5,304.9,319.8,335.7,347.6,359.3,370.4,374.2,378.5,385.2,397.6,412.6,425.7,434.5,447.1,455.2,464.4,474.8,485.7,500,515.7,532.5,549.4,567.1,581.2,591.9,605.5,618.2,632.4,649.3,664.3,683.4,699,711.6,722.8,737.9,753.1,766.7,778.8,789.5,798.8,812.9,829.9,843.8,859.5,878.9,899.5,99,94.8,2.48997991959775,95.9,2.76686746259295,89
2019,1.9,2.3,2.5,5,7.9,8.2,9.3,11.9,11.9,12.3,13.8,14.5,16.1,17.9,19.7,20.6,23.3,23.5,26.4,28.4,30.3,31.1,34.3,34.7,36.3,36.3,36.3,36.9,36.9,39.2,39.4,39.4,41.3,45.6,49.2,53.4,58,64.2,64.4,64.6,64.6,64.7,65.9,68.1,68.1,69.2,71.4,71.4,75.2,81.4,87.4,90.6,95.9,98.6,103.5,110.6,114.1,120.4,125.7,130.2,135.8,141,145.6,152.9,160,162.9,164.4,170.6,178.2,183.5,189.6,194.4,195.5,200.7,202.8,204.2,210.3,217.3,228.4,240.7,245.3,247.7,250.8,257.4,265.3,276.8,282.1,290.5,297.9,302.7,305,306.8,309.5,316.8,327.2,337.9,350,359,366.3,371.5,377.2,383.9,393.7,402.5,409.9,421.5,432.2,446.3,456.2,470.5,487,501.7,519,534.7,549.7,561,566.9,576.7,587.3,600.9,613.5,627.6,642.4,657.8,674.5,687.2,695.8,709.1,722.2,739.1,757.1,775,793.9,809.4,826.2,844.4,89,94,3.60555127546399,95.3,3.52924291535105,95
2020,1.1,3.4,6.7,10.4,11.1,13.5,16.7,23.9,29,31.2,34.6,37.6,41.1,43.7,45,47,50.6,52.5,55.9,60.8,62.1,66.3,72.3,77.9,81.6,87.3,92.5,100.8,106.4,110,110.9,111.9,114.5,118.1,120.2,120.8,120.8,120.8,121.7,121.7,121.7,123,129.6,138.5,144.8,151.7,158.9,160,160.9,163.8,167.3,172.5,176.1,178.2,183.1,188.6,193,193.9,196.5,200.1,206.6,213.8,219.1,223.5,225,226.9,234.3,239.7,250.9,261,266.7,272.4,279.7,282.3,285.1,285.1,290.5,298.7,310.9,317.7,327.4,337.4,343.9,347.3,354,366.4,377.7,383.8,388.1,395.8,407,415.6,420.8,429.2,438.6,443.8,450,458.9,469.6,477.8,483,490.3,496.4,502.5,508.7,519.4,528.8,541.3,551.3,562,572.8,583.6,589.8,596.5,601.1,612.4,624.9,635.9,645.2,658.4,674.1,690.5,708.8,724.5,742.2,759.8,773.5,785.7,801.6,816.4,833.8,851.9,870.3,884.8,902.5,918.4,95,94.2,3.63318042491699,95.3,3.52924291535105,92
2021,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3.2,7.5,10.7,10.8,11.3,11.3,11.3,15.4,20.1,24.2,28.4,32.9,41.6,46.8,49.6,49.6,50.6,51.5,56.1,58,58,59.9,64,69.4,73.8,73.8,73.9,78.9,78.9,78.9,85.5,96.9,103.8,106.6,106.6,106.6,108.5,108.5,113,123.9,126.2,126.7,131.5,134.3,135.8,142.3,154.1,156.1,157.7,166.4,174.8,179.7,184.3,187.4,193.7,197.8,205.1,213.6,219.3,224.9,232.7,241.4,245.9,253.2,261.6,274.9,283,286.6,292.7,303.8,311.2,318.9,331.3,342.8,355.4,367.1,377.5,390,404.4,418.2,429.2,435.8,444.9,454.8,464,469,475.4,486.2,499.4,512.9,520.2,531,541.9,550.3,556,565.9,579.1,593.3,607.4,622.2,636.5,646.8,654.9,668.1,680.5,690.1,702.9,716.4,724.3,736.1,751.7,762.8,778.7,791.5,807.4,820.8,835.5,849.2,863.2,880.1,899.9,918.7,935.4,92,94,3.74165738677394,95,3.68178700572909,85
2022,0,0.8,2.2,2.5,2.5,2.6,2.9,3.3,6.9,10.5,10.8,10.8,10.8,10.8,10.8,12.2,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.4,13.9,16.7,17.3,18.1,19.8,20.2,20.3,21.1,21.3,22.2,23,23,23,23.6,25.1,27,28.5,30.2,32.6,33.5,34.9,37.4,37.4,37.4,37.4,39,39,39,39,39,39,39.8,42.9,45.2,49.5,52.4,56.5,59.8,63.2,67.5,67.5,67.8,69.8,73.2,79,89.2,89.2,101.3,114.2,122.6,133.5,141.6,148.5,152.4,156.3,161.8,163.7,168.1,174,185.2,196.2,206,211.7,220.5,233.7,240.4,243.7,249.6,256.6,264,275.2,289.8,289.8,300.5,314.5,330.8,346,364.1,380.8,394.8,405.1,412,424.6,437.1,449.2,463.9,477.1,491.9,507.6,521,539.5,556.9,569.2,585.3,594.7,607.8,616.4,625.8,637,651.5,668.3,685,702,713.8,723.6,739.4,756.6,772.3,789.2,802.2,814.8,829.2,85,92,5.3851648071345,93.6,4.55094617756694,91
2023,2.8,3.6,5.3,6.2,7.7,9.1,10.7,13.3,17.4,17.4,17.7,21.4,28.7,37.4,43.5,45.9,47.2,49.3,50.6,52.5,52.5,54.4,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,58.9,59.5,59.5,61.9,63.3,67,72.4,74.5,75.6,78.7,83.1,90.9,94.4,94.4,94.4,94.4,96.9,102.1,108.2,109.2,109.2,110.2,113.8,115.6,115.6,115.6,119,124.8,134.4,135.9,137.7,142.3,146,151.8,159,168.5,181.2,191.4,203.6,216.6,219,225.2,235.3,247.4,254.7,259.4,265.6,275.1,284,300.1,314,324.6,333.2,339.8,346.1,353.2,360.8,371.1,382.4,394.5,405.3,414.8,427.9,440,453.7,463.4,469.2,477.4,489.7,505.2,512.9,524.3,537.5,548.1,558.3,567,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,91,90.4,3.71483512420134,92.6,3.77712412645741,84
2024,1.3,4.2,8.8,11.1,14.4,19.2,20.3,20.3,21.4,22.7,24.1,27.8,27.8,30.4,30.5,30.5,33.9,38.3,42.2,48.7,54.6,59,59,59,59,59.6,60.1,61.4,62.3,65.6,70.3,72.6,74,76.3,79.1,79.7,80.1,80.9,81.9,83.6,85.4,87.5,88.9,94.6,103.7,112.4,114.2,122.1,132.3,142.6,151,156.2,159.2,160.8,163.4,166.5,168.1,168.8,171.1,175,178.1,178.1,180.4,185.2,188.1,191.5,194.2,196.6,196.6,197,203.2,207,208.9,214.1,221.1,231.1,237.5,239.1,244.3,244.3,244.3,247.5,251.7,258.9,267,272.9,279,279,279,279,279,283.7,296.4,306.6,316.2,326.3,339.6,355.5,368.8,375.1,385.2,397.1,410.5,425.1,441,457.5,473.3,488.6,500.8,514.8,532,544.8,560.4,574.2,587,601.1,618.2,632.9,651.7,667.8,683.2,683.2,695.4,711,728.6,746.8,763.2,778.4,789.1,798.5,812.9,831,847.4,856.7,873.3,890.5,84,89.4,4.72228758124704,91.7,4.64399253516483,95
