"Year","CUMSUM_GDD_DAY_1","CUMSUM_GDD_DAY_2","CUMSUM_GDD_DAY_3","CUMSUM_GDD_DAY_4","CUMSUM_GDD_DAY_5","CUMSUM_GDD_DAY_6","CUMSUM_GDD_DAY_7","CUMSUM_GDD_DAY_8","CUMSUM_GDD_DAY_9","CUMSUM_GDD_DAY_10","CUMSUM_GDD_DAY_11","CUMSUM_GDD_DAY_12","CUMSUM_GDD_DAY_13","CUMSUM_GDD_DAY_14","CUMSUM_GDD_DAY_15","CUMSUM_GDD_DAY_16","CUMSUM_GDD_DAY_17","CUMSUM_GDD_DAY_18","CUMSUM_GDD_DAY_19","CUMSUM_GDD_DAY_20","CUMSUM_GDD_DAY_21","CUMSUM_GDD_DAY_22","CUMSUM_GDD_DAY_23","CUMSUM_GDD_DAY_24","CUMSUM_GDD_DAY_25","CUMSUM_GDD_DAY_26","CUMSUM_GDD_DAY_27","CUMSUM_GDD_DAY_28","CUMSUM_GDD_DAY_29","CUMSUM_GDD_DAY_30","CUMSUM_GDD_DAY_31","CUMSUM_GDD_DAY_32","CUMSUM_GDD_DAY_33","CUMSUM_GDD_DAY_34","CUMSUM_GDD_DAY_35","CUMSUM_GDD_DAY_36","CUMSUM_GDD_DAY_37","CUMSUM_GDD_DAY_38","CUMSUM_GDD_DAY_39","CUMSUM_GDD_DAY_40","CUMSUM_GDD_DAY_41","CUMSUM_GDD_DAY_42","CUMSUM_GDD_DAY_43","CUMSUM_GDD_DAY_44","CUMSUM_GDD_DAY_45","CUMSUM_GDD_DAY_46","CUMSUM_GDD_DAY_47","CUMSUM_GDD_DAY_48","CUMSUM_GDD_DAY_49","CUMSUM_GDD_DAY_50","CUMSUM_GDD_DAY_51","CUMSUM_GDD_DAY_52","CUMSUM_GDD_DAY_53","CUMSUM_GDD_DAY_54","CUMSUM_GDD_DAY_55","CUMSUM_GDD_DAY_56","CUMSUM_GDD_DAY_57","CUMSUM_GDD_DAY_58","CUMSUM_GDD_DAY_59","CUMSUM_GDD_DAY_60","CUMSUM_GDD_DAY_61","CUMSUM_GDD_DAY_62","CUMSUM_GDD_DAY_63","CUMSUM_GDD_DAY_64","CUMSUM_GDD_DAY_65","CUMSUM_GDD_DAY_66","CUMSUM_GDD_DAY_67","CUMSUM_GDD_DAY_68","CUMSUM_GDD_DAY_69","CUMSUM_GDD_DAY_70","CUMSUM_GDD_DAY_71","CUMSUM_GDD_DAY_72","CUMSUM_GDD_DAY_73","CUMSUM_GDD_DAY_74","CUMSUM_GDD_DAY_75","CUMSUM_GDD_DAY_76","CUMSUM_GDD_DAY_77","CUMSUM_GDD_DAY_78","CUMSUM_GDD_DAY_79","CUMSUM_GDD_DAY_80","CUMSUM_GDD_DAY_81","CUMSUM_GDD_DAY_82","CUMSUM_GDD_DAY_83","CUMSUM_GDD_DAY_84","CUMSUM_GDD_DAY_85","CUMSUM_GDD_DAY_86","CUMSUM_GDD_DAY_87","CUMSUM_GDD_DAY_88","CUMSUM_GDD_DAY_89","CUMSUM_GDD_DAY_90","CUMSUM_GDD_DAY_91","CUMSUM_GDD_DAY_92","CUMSUM_GDD_DAY_93","CUMSUM_GDD_DAY_94","CUMSUM_GDD_DAY_95","CUMSUM_GDD_DAY_96","CUMSUM_GDD_DAY_97","CUMSUM_GDD_DAY_98","CUMSUM_GDD_DAY_99","CUMSUM_GDD_DAY_100","CUMSUM_GDD_DAY_101","CUMSUM_GDD_DAY_102","CUMSUM_GDD_DAY_103","CUMSUM_GDD_DAY_104","CUMSUM_GDD_DAY_105","CUMSUM_GDD_DAY_106","CUMSUM_GDD_DAY_107","CUMSUM_GDD_DAY_108","CUMSUM_GDD_DAY_109","CUMSUM_GDD_DAY_110","CUMSUM_GDD_DAY_111","CUMSUM_GDD_DAY_112","CUMSUM_GDD_DAY_113","CUMSUM_GDD_DAY_114","CUMSUM_GDD_DAY_115","CUMSUM_GDD_DAY_116","CUMSUM_GDD_DAY_117","CUMSUM_GDD_DAY_118","CUMSUM_GDD_DAY_119","CUMSUM_GDD_DAY_120","CUMSUM_GDD_DAY_121","CUMSUM_GDD_DAY_122","CUMSUM_GDD_DAY_123","CUMSUM_GDD_DAY_124","CUMSUM_GDD_DAY_125","CUMSUM_GDD_DAY_126","CUMSUM_GDD_DAY_127","CUMSUM_GDD_DAY_128","CUMSUM_GDD_DAY_129","CUMSUM_GDD_DAY_130","CUMSUM_GDD_DAY_131","CUMSUM_GDD_DAY_132","CUMSUM_GDD_DAY_133","CUMSUM_GDD_DAY_134","CUMSUM_GDD_DAY_135","CUMSUM_GDD_DAY_136","Chilling_Hours","Utah_Model","Chill_Portions","GDH","last_year_bloom_doy","avg_last_5","sd_last_5","avg_last_10","sd_last_10","ACC_TMAX_Fall","ACC_TMAX_Spring","ACC_TMAX_Winter","ACC_TMIN_Fall","ACC_TMIN_Spring","ACC_TMIN_Winter","ACC_TAVG_Fall","ACC_TAVG_Spring","ACC_TAVG_Winter","ACC_PRCP_Fall","ACC_PRCP_Spring","ACC_PRCP_Winter","AVG_TMAX_Fall","AVG_TMAX_Spring","AVG_TMAX_Winter","AVG_TMIN_Fall","AVG_TMIN_Spring","AVG_TMIN_Winter","AVG_TAVG_Fall","AVG_TAVG_Spring","AVG_TAVG_Winter","AVG_PRCP_Fall","AVG_PRCP_Spring","AVG_PRCP_Winter","bloom_doy"
1941,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.600000000000001,0.600000000000001,0.600000000000001,2.15,5.2,8.25,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,10.95,13.45,14.3,17.85,18.45,19.55,20.1,22.35,23.2,25.9,26.2,28.4,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.75,34.3,41.2,45.4,49.15,49.25,49.35,54.25,57.7,60.1,61.9,65.05,65.3,65.6,66.9,70.3,74.5,76.55,76.55,76.55,76.55,77.7,80.2,83.6,83.65,85.7,92.85,101.6,107.55,111.2,112,112,114.3,118.75,126.2,133.2,137.15,139.6,139.6,139.6,139.6,139.6,139.6,141.5,147.45,156.05,162.1,168.45,170.45,178.7,184.7,192.85,200.75,206.6,213.55,216.05,217.45,217.8,219.75,225.5,232.65,237.55,245.2,253.8,256.65,257,260.15,264.8,268.45,271.95,277,284.9,290,292.7,297.1,304.7,313.05,319.3,858,717,37.8236575023017,785.080762759276,112,105,9.77241014284603,106.9,8.4780763017195,1259.7,1268.5,321.9,441.1,271.5,-275.3,850.4,770,23.3,993,2181,1454,13.8428571428571,13.7880434782609,3.57666666666667,4.84725274725275,2.95108695652174,-3.05888888888889,9.34505494505495,8.3695652173913,0.258888888888889,10.9120879120879,23.7065217391304,16.1555555555556,116
1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.95,5.3,5.7,8.95,13.95,19.15,26.15,34.5,40.25,45.1,49.15,52.75,55.55,56.35,59.85,65.5,72.25,82.15,86,91.3,97.95,106.1,109.75,113.9,118.1,122.5,130.35,137.05,142.95,150.25,158.55,165.95,171.35,180.1,186.7,190.1,194.5,198.35,206.45,216.35,225.7,233.45,240.95,248.85,255.55,261.2,269.75,277.85,287.1,291.4,295.8,297.6,299.15,302.85,308.6,313.75,323.45,335.35,346.75,357.35,370.35,380.8,390,401.7,412.15,422.4,432.2,858,645.5,38.5277747766311,1060.00506470399,116,107.6,10.1636607578175,106.3,7.61650255111302,1464.7,1488.7,124.1,662.1,444.2,-500.6,1063.4,966.45,-188.25,2386,1948,988,16.0956043956044,16.1815217391304,1.37888888888889,7.27582417582418,4.82826086956522,-5.56222222222222,11.6857142857143,10.5048913043478,-2.09166666666667,26.2197802197802,21.1739130434783,10.9777777777778,114
1943,0,0,0,0,0,0,0,0,0,0,0,0,1.4,4.1,4.1,4.45,4.45,4.45,4.45,4.45,4.45,5.5,9.25,9.5,9.5,9.5,9.5,9.5,9.5,10.2,11.7,16.15,16.5,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.35,17.35,19.7,21.65,23.2,25.75,25.75,25.75,25.75,25.75,25.75,26.55,29,34.1,37.3,40.4,40.4,41,41.25,43.9,47.45,49.65,53.75,60.75,63.15,63.15,63.15,63.75,64.3,67.2,70,73.2,75.4,79.35,83.4,87.85,91.55,96.6,101.65,105.3,108.3,116.1,122.75,129.45,137.6,146.1,150.05,153.85,157.4,164,172,175.45,177,181.95,190.5,197.25,199,199,199,203.6,209.25,215.85,223.2,232.75,242.8,253.85,265.6,278.3,290.75,300.3,307.35,320.5,334.65,343.65,353.65,362.5,370.45,376.65,384.15,392.6,399.3,407.55,414.25,417.9,427.55,439.1,445.15,451.5,456.45,462.8,473.7,487.05,501.4,517.9,532.45,544.05,974,621,40.0423501809574,594.080007532371,114,109.8,6.01664358259653,105.3,7.43938468184328,1402.8,1627.2,492.5,602.8,481.8,-66,1002.8,1054.5,213.25,1776,1221,1118,15.4153846153846,17.6869565217391,5.47222222222222,6.62417582417582,5.23695652173913,-0.733333333333333,11.0197802197802,11.4619565217391,2.36944444444444,19.5164835164835,13.2717391304348,12.4222222222222,102
1944,0,0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,4.35,4.35,6.65,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.55,11.95,14.05,15.8,18.1,18.7,20.6,25.75,30.05,31.2,31.5,31.5,31.5,37.95,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,39.65,39.65,39.65,39.65,39.65,41.25,45,47.3,48.55,48.55,48.55,48.55,51.2,53.35,57.05,58.8,63.1,66.45,66.85,66.85,70.1,78.85,89.6,98,107.95,112.4,119.5,128.3,137.25,143.9,152.85,162.8,172.6,184.15,195.55,203.9,212.4,219.7,228.05,234.3,241.5,250.2,261.45,269.4,273.45,278.25,284.9,288.75,293.6,303.4,314.25,325.45,335.65,347.05,356.75,360.7,363.5,368.3,375.55,384.6,392.8,404.2,414.9,419.4,888,763,37.0354403468596,1072.52355884676,102,110.6,5.45893762558247,105.6,7.5306779981029,1266.3,1397,376.6,571.6,352.1,-159.7,918.95,874.55,108.45,2968,965,1407,13.9153846153846,15.1847826086957,4.13846153846154,6.28131868131868,3.82717391304348,-1.75494505494505,10.0983516483516,9.50597826086956,1.19175824175824,32.6153846153846,10.4891304347826,15.4615384615385,109
1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.95,0.95,0.95,2.15,4.05,6.3,9.5,10.95,11.5,12.7,19.05,25.5,30.5,32.45,33.3,34.8,36.45,39.1,40.45,41.3,41.3,43.7,44.05,44.3,48.15,52.1,56.8,58.4,58.4,58.4,58.4,58.4,58.4,58.95,59.15,60.25,60.25,63.55,66.25,71.55,76.4,83.75,91.15,96.4,101.1,107.3,114.1,122.2,128.25,137.15,146.65,156.6,166.3,171.9,177.65,182.1,190.05,197.2,204.15,214.6,224.4,231.05,236.95,242.8,246,248.75,254.2,261.85,273.6,283.25,294.8,307.45,317.9,329.05,342.7,356.6,367.15,377.3,388.6,393.35,396.75,401.15,409.2,419.85,430.5,434.25,435.6,435.95,436.45,438.25,440.9,442.55,449.75,464.25,479.75,495.65,511.65,530,547.95,566.95,586.15,603.5,619.9,636.95,877,726,44.7354433575398,889.436887024301,109,106.6,9.78774744259372,104.2,8.66410218468519,1352.1,1706.4,390.3,549.7,569.4,-267.6,950.9,1137.9,61.35,1298,1478,1446,14.8582417582418,18.5478260869565,4.33666666666667,6.04065934065934,6.18913043478261,-2.97333333333333,10.4494505494505,12.3684782608696,0.681666666666667,14.2637362637363,16.0652173913043,16.0666666666667,92
1946,0,0,0,0,0,0,0,0,0,2,8.65,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,17,17,17,19.7,23.6,29.25,31.75,35.2,40.25,46.95,49.45,49.45,49.85,50.4,50.4,50.4,50.4,50.5,51.15,51.15,52.1,52.8,52.8,52.8,52.8,52.8,52.8,54.35,57.35,59.35,59.35,59.35,59.35,59.35,59.35,59.35,59.35,59.35,59.35,59.35,62.75,65.9,67.65,69.05,72.35,75.25,75.25,75.25,75.7,80.15,85.35,95.05,103.45,109.3,117.5,123.55,129.2,137.6,146.35,156.35,166.25,176.9,186.3,196.9,209.45,218.75,224.6,228.25,234.6,242.7,245,247,253.4,260.15,268.65,280.25,291.5,302.85,312.65,318.2,322.55,330.85,336.2,342.3,349.7,359.7,369.3,379.05,389.05,397.75,406.85,416.9,430,442.8,455.95,466.25,476.2,488.7,500.65,512,522.85,535.8,547.9,560.1,569.3,573.1,578.9,828,640.5,36.1515259813075,964.438183176124,92,102.6,9.04433524367601,103.8,8.96660470858396,1375.4,1606.8,339.3,527.5,471.7,-178.3,951.45,1039.25,80.5,1466,1223,1152,15.1142857142857,17.4652173913043,3.77,5.7967032967033,5.12717391304348,-1.98111111111111,10.4554945054945,11.2961956521739,0.894444444444444,16.1098901098901,13.2934782608696,12.8,96
1947,0,0,0,0,0,0,0,0,0,0,0,2.6,4.4,4.85,8.15,8.15,8.15,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.9,15.05,15.05,15.05,15.05,15.05,19.85,23.2,29.6,37.15,38.05,40.45,48.1,56.9,61.65,66.3,74.5,85,91,94.75,95.8,95.8,100.15,108.5,117.55,122.35,128.1,133.75,136.25,141.65,148.2,150.75,155.2,165.45,176.75,182.2,185.4,187.25,192,197.85,207.9,220.3,233.05,245.3,256.95,268.2,278.75,288.6,300.65,309.95,318.4,329.35,344.8,358.1,371.35,380.3,388.05,394.5,401.1,408.95,416.4,421.15,427.4,437.55,451.15,466.5,479.15,492.5,507.85,523.1,537.45,547.6,553.55,736,704.5,41.2060470577231,2432.12797026676,96,101.2,7.19027120489902,104.4,8.95916662791058,1649.4,1620.6,218.9,583.2,535.5,-287.8,1116.3,1078.05,-34.45,1364,1394,1444,18.1252747252747,17.6152173913043,2.43222222222222,6.40879120879121,5.82065217391304,-3.19777777777778,12.267032967033,11.7179347826087,-0.382777777777778,14.989010989011,15.1521739130435,16.0444444444444,107
1948,0,1.65,7.5,10.8,15.45,15.45,20,22.2,22.2,24.3,24.3,27.05,33.6,40.9,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,46.7,48.9,54.4,65.65,70.4,71.3,79.5,86.85,88.55,89.35,90.85,95.9,101.65,105.25,109.2,112.1,113.6,116.05,119.6,119.6,119.6,119.6,119.6,119.6,119.6,119.6,119.6,119.6,119.6,119.6,119.6,119.6,119.6,119.9,123.15,125.2,126,129.7,136,142.05,148.3,158,165.25,169.75,175.15,179.55,185,190.4,196.55,204.15,211.2,213.65,220.8,228.2,235.6,241.1,244.05,247.95,252.75,257.6,264.55,271.4,280.35,286.6,292.3,295.6,299.85,304.45,310.1,312.5,315.9,321,324.75,329.95,334.6,338.85,343.8,349.8,355.3,359.1,367.4,378.75,391.15,404.2,416,426.95,433.2,440.75,449.85,456.05,462.85,472.9,483,489.3,496.75,505.9,510.65,515.6,525.9,536.3,549.75,560.95,574.6,588.5,602.45,616.5,631.85,646,660.35,773,732.5,40.7420842382833,1279.35988952234,107,98.4,9.23579991121505,104.1,9.49210198006743,1421.2,1712,585.6,529.5,473.7,-18.4,975.35,1092.85,283.6,1650,1277,1461,15.6175824175824,18.6086956521739,6.43516483516484,5.81868131868132,5.14891304347826,-0.202197802197802,10.7181318681319,11.8788043478261,3.11648351648352,18.1318681318681,13.8804347826087,16.0549450549451,88
1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,3.3,6.2,8.8,8.8,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,14.7,17.2,17.2,17.2,17.2,17.2,17.2,17.2,19,19.9,24,26.45,29.85,32.15,35.3,38.4,40.45,42.1,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.9,47.5,51.3,57.45,63.55,65.8,68.05,70.05,70.75,70.75,70.75,70.75,70.75,72.75,77.4,84.05,90.75,96.5,103.9,112.45,121.15,129.6,137.8,145.25,154.65,166.6,176.15,187.9,193.45,194.65,195,196.7,203.6,210.75,223.6,236.9,249.05,263.35,278.55,295.15,310.3,322.45,334.75,346,355.3,367.15,377.6,379.3,383.1,392.75,401.25,405.2,407.75,414.45,425.9,439.5,451.85,457.35,465.6,471.85,477.45,480.1,481.4,484.5,488.75,497.3,505.9,516.25,913,893.5,43.1383145757378,1260.35942694498,88,98,8.68907359849138,104.3,9.53414914924242,1595.8,1476.2,607.2,666.8,398.6,-105.8,1131.3,937.4,250.7,1322,2423,1217,17.5362637362637,16.045652173913,6.74666666666667,7.32747252747253,4.33260869565217,-1.17555555555556,12.4318681318681,10.1891304347826,2.78555555555556,14.5274725274725,26.3369565217391,13.5222222222222,107
1950,0,0,0,0,1.2,3,3,3,3,4.25,7.9,10.55,11,11,11,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,14.9,19.45,19.45,19.45,19.45,24,28.9,31.2,36.4,36.5,36.5,40.95,44.35,49.35,55.8,59.4,63.7,63.7,64.25,69.3,72.65,72.65,72.65,72.65,72.65,72.65,72.65,72.65,73.95,75.85,78.25,83.7,90.3,92.55,94.7,94.7,95.8,99.35,105.1,109.15,117.75,124.9,129.5,136.9,143.2,150.25,155.25,162.25,168.9,173,176.3,180.75,185.55,186.15,188.4,189.85,192.95,196.35,198.85,201.95,206.05,210.25,220.05,230.1,233.85,237.25,240.6,243.65,245.3,245.4,247.45,250.75,257.35,262.2,270.7,275.55,284.55,289,292.35,292.45,292.45,294.3,297,304.85,316.3,328.95,341.7,351.15,359.75,367.1,373.75,380.55,390.3,401,413.45,424.35,435.6,447.2,457.95,469.9,481.3,683,662,32.3445097423224,1089.68473294692,107,99.6,8.01872807869178,103.1,9.20688148433913,1349.5,1483.6,436.7,571.6,414.6,-163,960.55,949.1,136.85,3411,1979,1256,14.8296703296703,16.1260869565217,4.85222222222222,6.28131868131868,4.50652173913043,-1.81111111111111,10.5554945054945,10.3163043478261,1.52055555555556,37.4835164835165,21.5108695652174,13.9555555555556,100
1951,0,0,0,0,0,0,0,0,0,0,0.85,0.85,0.949999999999999,2,2.85,2.85,2.85,3.5,3.85,5.7,8.5,11.1,12.05,12.05,12.05,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,13.3,13.3,13.3,13.3,13.3,16.85,19.6,19.6,21.95,21.95,23.35,23.6,23.8,24.8,26.2,27.15,30.4,34.25,34.25,35,35,35.45,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,36.85,37.95,37.95,42.85,48.45,51.85,57.3,63.05,73.45,81.7,86.35,88.55,88.55,88.55,97.75,104.05,104.05,104.05,105.6,106.8,106.8,108.85,109.3,112.25,116.2,119.95,124.15,129.6,136.2,146.2,148.3,153.4,156.55,157.55,160.1,163.65,168.35,170.85,179.3,188.6,195.5,206.6,216.2,224.85,229.95,237.8,248.6,259.3,268.85,277.6,281.7,283.15,286,293.1,301.75,311.95,320.25,328.35,338.35,346.85,357.15,365.3,371.7,376.8,382.85,389.35,395.05,401.1,406.75,828,842.5,47.8424617750157,1545.01820774878,100,102,8.45576726264388,102.3,8.26034704678522,1424.2,1380.1,551.3,619,381.5,-15.4,1021.6,880.8,267.95,2083,2202,1301,15.6505494505495,15.0010869565217,6.12555555555556,6.8021978021978,4.14673913043478,-0.171111111111111,11.2263736263736,9.57391304347826,2.97722222222222,22.8901098901099,23.9347826086957,14.4555555555556,108
1952,2.35,2.4,3.75,3.75,3.75,3.75,3.75,3.75,4.15,4.95,8.9,8.9,8.9,8.9,9.75,13.2,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.95,15.95,17.85,20.55,24,30.25,36.75,41,42.6,42.6,42.6,46.6,50.2,52.4,55.85,56.1,56.1,58.95,64,72.2,79.6,84.3,89.5,94.95,102.1,108.9,115.5,116.1,116.1,116.1,116.85,123.15,132.15,133.2,133.45,133.45,133.45,133.6,136.95,144.95,155.5,166.65,177.95,189.85,202,215,226.45,237.9,248.8,260.55,272.3,285.15,295.6,306.65,314.8,320.95,325.5,331.2,337.45,343.6,350.2,359.45,371.2,384.45,398.1,410.35,420.4,431.1,441.85,453.05,463.85,476.95,489.6,501.9,511.6,521.1,532,542.7,833,666,37.2014812759138,748.358627903499,108,101,8,101.1,7.17170365626839,1191.2,1603.1,363.4,461.9,505.7,-207.9,826.55,1054.4,77.75,3093,2543,1922,13.0901098901099,17.425,3.99340659340659,5.07582417582418,5.49673913043478,-2.28461538461538,9.08296703296703,11.4608695652174,0.854395604395604,33.989010989011,27.6413043478261,21.1208791208791,102
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,1.65,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,5.3,6.35,7.5,8.15,8.4,9.35,9.35,9.35,10.35,10.85,11.25,13.25,16.1,17.55,19.2,21.9,21.9,21.9,21.9,21.9,21.9,21.9,22.2,22.2,25.2,28.25,33.2,38.7,44.5,51.2,57.2,64.45,71.6,77.1,84.5,90.5,96.1,104.95,116,124.5,131.65,140.35,152.85,162.85,168.45,173.85,179.3,183.05,192.45,196.9,203,213.3,220.15,222.55,223.35,225.45,231.05,237.3,245.45,253.55,262.1,270.85,280.5,292.3,302.55,312.15,320.75,329.05,335.5,342.9,353.45,364.75,376.55,388.2,398.8,407.1,411.15,413.9,417.15,419.9,423.6,429.75,437.35,446,458.6,475.8,1075,827.5,43.4178433494041,836.835600659692,102,102.6,4.97995983919549,100.5,7.33712023435171,1424.3,1712.6,354.6,546.8,383.1,-191.8,985.55,1047.85,81.4,1301,722,485,15.6516483516484,18.6152173913043,3.94,6.00879120879121,4.16413043478261,-2.13111111111111,10.8302197802198,11.3896739130435,0.904444444444444,14.2967032967033,7.84782608695652,5.38888888888889,96
1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,6.75,9.55,9.55,9.55,9.55,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,13.9,15.9,17.45,19.85,19.85,19.85,21.9,26,28,28,28,28,30.9,33.75,36.95,38.45,38.45,40.5,43,46.1,48.4,51.6,58,64.9,72.25,78.7,84.4,91.65,97.35,102.5,107.85,111,112.9,117.2,121.95,127.8,131.35,134.4,142.7,151.65,155.85,155.85,155.85,157,159.3,160.35,162.85,165.2,170.1,175.2,176.9,177.55,177.55,177.55,177.55,177.6,179,181.95,187.05,194.2,202.95,209.7,215.2,220.1,227.55,236,245.5,256.65,261.9,267,271.75,277.7,284.45,289.55,299.7,312.15,325.7,338.5,350.75,361.9,368.65,379.1,963,991,46.7858532075871,1535.10576248686,96,104.4,7.79743547584717,101.2,8.48266205595599,1463.6,1403.1,354.8,577.5,324.8,-218.7,1020.55,863.95,68.05,2151,1566,1644,16.0835164835165,15.2510869565217,3.94222222222222,6.34615384615385,3.5304347826087,-2.43,11.2148351648352,9.39076086956522,0.756111111111111,23.6373626373626,17.0217391304348,18.2666666666667,116
1955,0,0,0,0,0,0,0,0,0,0,1.7,6.1,8.7,11.95,11.95,16.85,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.35,19.25,22.25,24.5,27.35,27.35,27.35,30.1,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,35.15,35.15,35.15,35.15,35.15,35.15,35.15,35.15,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.55,35.55,35.55,35.55,35.55,38.95,45.85,51.8,62.75,74.25,83.65,93.1,95.5,95.5,95.5,95.5,95.5,97.85,102.65,109.85,118.6,129,136.8,142.9,151.2,157.85,163.35,169.2,174,178.95,180.95,181.9,182.6,184.2,185.9,187.8,192.35,196.4,200.45,206.45,209.2,214.4,225.6,238.4,253.55,268.55,284.4,296.3,305.25,311.75,325.7,342.65,351.3,360.6,373.9,382.95,389.85,398.45,409.1,420.2,426.85,433.2,817,800.5,42.2190062623952,1673.87526272846,116,107.6,8.76356092008266,103.6,8.97156000308134,1289.9,1397.9,530.3,450.5,264.4,-38.7,870.2,831.15,245.8,933,1452,2432,14.1747252747253,15.1945652173913,5.89222222222222,4.95054945054945,2.87391304347826,-0.43,9.56263736263736,9.03423913043478,2.73111111111111,10.2527472527473,15.7826086956522,27.0222222222222,116
1956,0,0,0,0,0,0,0,0,0,0,2.3,5.45,9.4,9.4,9.8,10.55,10.7,13.1,13.1,13.1,13.1,13.55,14.5,15.7,15.7,15.7,19.75,20.1,20.1,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,23.2,25.1,30.45,34.2,34.8,35.1,35.1,35.1,35.1,35.1,35.1,35.1,35.1,35.1,35.1,37.5,39.75,44.05,48.9,52.85,57,58.25,60.7,61.85,66.7,73.55,79.9,83.75,88.2,96.25,103.1,107.75,110.45,113.7,116.25,116.25,116.25,116.25,116.25,119.95,126.85,133.8,143.3,151.6,158.3,168.8,176.7,178.25,178.25,178.9,180,182.9,186.2,189.65,194.4,199.4,206.45,215.35,222.75,228,231.45,233.35,238.55,246.9,254.05,263.65,275.2,288.95,303.55,316.05,326.1,334.5,341.7,348.05,355.55,365.75,845,729.5,35.326582439139,592.49882758905,116,109.6,9.93981891183134,105.8,9.57775199790292,1269.9,1370,235.5,520.8,350.9,-435.4,895.35,860.45,-99.95,1548,1940,818,13.9549450549451,14.8913043478261,2.58791208791209,5.72307692307692,3.81413043478261,-4.78461538461538,9.83901098901099,9.35271739130435,-1.09835164835165,17.010989010989,21.0869565217391,8.98901098901099,118
